DIRECTORIO;FEX_C
7750863;84.074450999
7750864;106.19540016
7750868;84.074450999
7750869;99.609444817
7750870;119.98821413
7750871;111.97374205
7750872;106.19540016
7750873;110.6075503
7750874;106.19540016
7750875;111.97374205
7750876;87.395663534
7750877;99.609444817
7750878;109.88511072
7750879;111.97374205
7750880;84.074450999
7750881;84.074450999
7750882;84.074450999
7750883;171.01687846
7750884;99.609444817
7750885;109.50326735
7750886;111.97374205
7750887;84.074450999
7750888;84.074450999
7750889;111.97374205
7750890;157.3257786
7750891;143.2001009
7750892;39.373495454
7750893;51.235410873
7750894;53.997683864
7750897;44.953093935
7750898;39.373495454
7750900;48.824383639
7750901;61.179125357
7750902;80.964998196
7750903;56.892429183
7750904;56.350585899
7750905;55.184120407
7750906;31.305449909
7750907;70.700948382
7750908;49.800928023
7750909;44.953093935
7750910;51.312830702
7750911;80.922556313
7750912;39.373495454
7750914;39.373495454
7750915;51.312830702
7750916;139.80972023
7750917;117.09384676
7750918;202.27489374
7750919;71.71015377
7750920;111.94208561
7750921;106.19540016
7750922;157.27492155
7750923;134.44487816
7750924;171.09939195
7750925;117.19350565
7750933;104.99754053
7750934;76.860796839
7750935;196.15600217
7750936;91.778945209
7750937;113.50686867
7750938;161.01614942
7750939;108.64808596
7750940;279.36290143
7750941;68.450036059
7750942;76.946585685
7751713;193.74533806
7751714;280.68570449
7751715;404.17316068
7751716;172.21807828
7751717;270.5690432
7751718;135.30916197
7751719;134.07664249
7751720;159.54082259
7751721;168.697137
7751722;142.44234808
7751723;142.44234808
7751724;141.88830806
7751725;101.90088512
7751727;91.702155559
7752050;84.231897735
7752051;45.67449509
7752052;57.150177527
7752053;71.03000199
7752054;76.578802034
7752055;70.863293855
7752056;76.584825798
7752057;40.599551191
7752058;62.989594538
7752059;57.205983367
7752060;62.025699243
7752061;57.252579705
7752062;78.744682249
7752063;79.657066251
7752064;46.531347371
7752065;68.431524809
7752067;85.934783484
7752068;66.352969489
7752069;62.694759938
7752070;56.307229581
7752071;53.964467807
7752072;94.789956413
7752073;95.496804999
7752074;160.70621314
7752075;48.183612795
7752076;36.905483025
7752077;37.013485246
7752078;58.809457237
7752080;26.929872558
7752081;27.745146173
7752082;28.841169117
7752083;25.838253673
7752084;33.592821641
7752085;52.348021085
7752086;22.964900071
7752087;33.608079075
7752088;30.891093524
7752089;29.883455285
7752090;31.859283004
7752091;41.94378887
7752092;26.219244652
7752093;34.60045988
7752094;23.120955144
7752095;45.486926506
7752096;23.120955144
7752097;17.647235857
7752098;20.929543119
7752099;22.709425012
7752100;15.079272035
7752101;19.509487903
7752102;17.495293866
7752103;19.651801907
7752104;59.810648857
7752105;91.777015129
7752106;33.349178511
7752107;77.90978532
7752108;103.36846758
7752109;64.312613872
7752110;56.042358469
7752111;55.084657867
7752112;44.986336764
7752113;36.42076747
7752114;40.345527052
7752115;45.852838747
7752116;53.919915645
7752117;44.833886775
7752118;52.688315617
7752119;34.339812881
7752120;48.613515491
7752121;43.541331992
7752122;35.120263174
7752123;64.559115782
7752124;32.656170749
7752125;54.31229853
7752126;61.653957763
7752127;45.215383196
7752128;37.679684173
7752129;46.143766294
7752130;22.937584207
7752131;21.987442228
7752132;25.103271743
7752133;42.45506838
7752134;25.103271743
7752135;28.611522132
7752136;22.489542663
7752137;41.132373177
7752138;37.161473213
7752139;34.077898264
7752140;34.474152418
7752141;31.770585401
7752142;32.272685837
7752143;18.432124805
7752144;25.103271743
7752145;22.489542663
7752146;31.453394434
7752147;28.611522132
7752148;37.185174143
7752149;61.144809522
7752150;42.523784852
7752151;40.257982408
7752152;49.941689454
7752153;38.748997279
7752154;48.19983325
7752155;40.257982408
7752156;39.897175286
7752157;61.987481825
7752158;48.385031973
7752159;40.257982408
7752160;27.545877212
7752162;86.411141291
7752163;81.24306516
7752164;66.186627603
7752165;50.04711586
7752166;43.491884463
7752167;39.602641442
7752168;41.737526321
7752169;62.53146311
7752170;63.745493681
7752171;71.979142214
7752172;74.194496541
7752173;61.108194542
7752174;32.576198137
7752175;65.840283705
7752176;63.776250077
7752177;23.980213453
7752178;51.204162079
7752179;41.72572658
7752180;44.73667143
7752181;32.571223739
7752182;33.227767519
7752183;23.980213453
7752184;74.225252937
7752185;26.729520473
7752186;44.831319395
7752187;40.80870698
7752188;73.794006788
7752189;47.843069569
7752190;89.142818291
7752191;52.286218962
7752192;47.843069569
7752193;47.843069569
7752194;58.638876577
7752195;88.360813255
7752196;58.975479508
7752198;88.022603086
7752199;124.38851851
7752200;47.455674151
7752201;63.052163192
7752202;51.036472651
7752203;83.489254778
7752204;77.036295919
7752205;80.257909043
7752206;76.466088393
7752207;66.632961692
7752208;63.052163192
7752209;78.149361331
7752210;88.360813255
7752211;58.975479508
7752212;54.837667908
7752213;106.8906404
7752215;81.32740747
7752216;105.91544093
7752217;90.100286138
7752565;130.31357285
7752566;80.724339767
7752567;177.15121892
7752568;124.74283288
7752569;66.275226132
7752570;62.729128446
7752571;123.81512403
7752572;102.31198794
7752573;122.50143703
7752574;124.74283288
7752575;121.47311183
7752576;106.16310329
7752577;112.71543114
7752578;128.85392062
7752579;100.98650888
7752580;130.31357285
7752581;130.31357285
7752582;107.62275551
7752583;130.31357285
7752584;130.31357285
7752585;80.390214838
7752587;131.30922708
7752588;116.86390073
7752589;62.136227736
7752590;86.149913948
7752591;65.076494883
7752592;82.677887905
7752593;69.419653821
7752594;63.638634124
7752595;61.091711521
7752596;62.136227736
7752597;60.297367292
7752598;78.31810359
7752599;68.397108712
7752600;83.295744358
7752601;59.160449893
7752602;42.133787265
7752603;72.748021178
7752604;65.902212678
7752605;55.537919564
7752606;59.666711853
7752607;73.514142388
7752608;38.72513049
7752609;45.313019358
7752610;67.890846753
7752611;50.430053034
7752612;87.101713673
7752613;42.133787265
7752614;45.313019358
7752615;74.020404347
7752616;45.313019358
7752617;55.981217801
7752618;68.397108712
7752619;59.666711853
7752620;63.638634124
7752621;75.236819583
7752622;79.427695868
7752623;80.865556627
7752624;76.880773265
7752625;92.887712836
7752626;76.880773265
7752627;38.72513049
7752628;76.239822819
7752629;91.625318794
7752630;61.091711521
7752634;130.16037476
7752635;144.31361128
7752636;109.69493138
7752868;159.45826174
7752869;153.42195186
7752870;139.68756006
7752871;159.4826148
7752872;168.0119984
7752873;204.4263441
7752874;181.77074326
7752875;203.31422553
7752876;248.86195006
7752877;204.27577065
7752879;139.68756006
7752880;239.08611207
7752881;168.0119984
7752916;328.4983994
7752919;98.602432759
7752921;70.795250394
7752922;62.156893376
7752923;74.69758989
7752924;74.69758989
7752925;71.71789293
7752926;89.662062189
7752927;67.550124722
7752928;89.693520776
7752929;125.89193795
7752930;68.927863998
7752931;81.662156033
7752932;54.803815837
7752933;89.693520776
7752934;125.96623738
7752935;98.602432759
7752936;89.829053154
7752937;79.897282315
7752938;103.80555209
7752939;91.403074823
7752940;79.897282315
7752941;82.875857834
7752942;91.403074823
7752943;78.695597363
7752944;94.381650343
7752945;78.695597363
7752946;107.10114465
7752947;158.21933941
7752948;192.71176332
7752949;279.47086983
7752950;192.71176332
7752951;182.35559761
7752953;281.23322744
7752954;227.66790694
7752955;184.00471682
7752956;221.15052902
7752957;235.21013777
7752958;89.829053154
7752959;78.695597363
7752960;116.4965413
7752961;78.695597363
7752962;75.705004994
7752963;94.381650343
7752964;154.14108391
7752965;99.59678652
7752966;149.80020772
7752967;128.89901856
7752968;303.92825679
7752969;309.50661402
7752970;165.97471524
7752971;316.39165263
7752972;247.85045913
7752973;309.32405586
7752974;286.23900176
7752975;169.35990343
7752976;309.50661402
7752977;293.55754078
7752978;247.85045913
7752979;158.99807788
7752980;205.85962859
7752981;209.38859166
7752982;152.02531172
7752983;216.21891313
7752984;172.65361636
7752986;112.42828194
7752987;130.88971835
7752988;209.38859166
7752989;156.45626802
7752991;183.08906791
7752993;91.151935561
7752994;107.39802698
7752995;272.35764845
7752996;174.52179384
7752997;204.61292067
7752998;228.72410465
7752999;280.56212659
7753000;216.95000473
7753001;198.60049909
7753002;283.96625004
7753003;348.38389697
7753004;322.91329486
7753077;171.97000928
7753081;68.620976741
7753082;150.27416711
7753083;59.071799923
7753084;217.85808501
7753085;133.00700293
7753086;212.90125835
7753087;168.10398249
7753088;188.73136988
7753089;124.19266444
7753090;159.53902365
7753091;151.59509275
7753092;127.95246696
7753093;129.52834697
7753094;177.24301492
7753095;242.20406873
7753096;283.6809618
7753097;155.63583444
7753098;197.91901496
7753099;185.1693883
7753100;138.04220553
7753101;179.66180312
7753201;7.7613556581
7753202;14.928700323
7753203;10.75805826
7753204;10.950247511
7753205;10.96957439
7753206;11.240693546
7753207;6.7098396553
7753208;15.404923883
7753209;11.896565197
7753210;17.01230618
7753211;16.303793896
7753212;7.2545285434
7753213;11.189514665
7753214;7.2545285434
7753215;8.4262697358
7753216;8.8091678644
7753217;10.295104497
7753218;13.383635847
7753219;10.950247511
7753220;10.295104497
7753221;16.477354279
7753222;4.9467029561
7753223;13.383635847
7753224;8.6171293333
7753225;11.766868314
7753226;10.037726885
7753227;9.963429603
7753228;11.940391113
7753230;10.283975991
7753232;6.138447229
7753234;5.6602359696
7753235;6.642286402
7753236;7.1803725058
7753237;10.627658243
7753239;12.402681698
7753240;5.8376557039
7753241;12.340771189
7753242;11.896565197
7753243;7.8814631088
7753244;13.039146608
7753245;3.7814918824
7753246;12.340771189
7753247;20.443692333
7753248;26.876373181
7753249;25.214199048
7753250;24.813233859
7753251;21.225884886
7753252;20.37639013
7753253;8.9616086017
7753255;9.941575881
7753256;11.768130449
7753257;8.1827664039
7753258;11.768130449
7753259;9.9343249484
7753260;8.4376503669
7753261;9.6430289907
7753262;11.928281497
7753263;11.17825422
7753264;9.3751670743
7753265;9.3751670743
7753266;8.3449289343
7753267;8.0928458939
7753268;8.0928458939
7753269;8.3449289343
7753270;8.4456289179
7753271;12.601142168
7753272;9.741388576
7753273;11.30538251
7753274;17.060088707
7753275;12.608711196
7753276;15.499531792
7753277;23.521967223
7753278;10.626969356
7753279;18.296501971
7753280;9.6430289907
7753281;9.351733033
7753282;13.639587977
7753283;17.443968255
7753284;9.4617593097
7753286;10.453541439
7753287;10.453541439
7753288;20.741112699
7753289;10.453541439
7753290;10.453541439
7753291;21.747610748
7753293;11.760234119
7753294;12.859188286
7753295;12.126552175
7753296;15.21265484
7753297;16.720420864
7753298;19.558357726
7753299;22.268729371
7753300;16.800334456
7753301;14.565622694
7753302;19.558357726
7753303;19.558357726
7753304;16.800334456
7753305;16.800334456
7753306;16.800334456
7753307;14.565622694
7753308;20.081669234
7753309;16.800334456
7753310;16.800334456
7753311;16.800334456
7753312;13.440267565
7753313;13.440267565
7753314;14.933630628
7753315;14.933630628
7753316;16.800334456
7753317;14.933630628
7753318;17.323645964
7753319;19.317656939
7753320;16.800334456
7753321;16.800334456
7753322;16.800334456
7753323;16.800334456
7753324;16.800334456
7753325;20.081669234
7753326;9.4081872954
7753327;14.653626266
7753328;9.4081872954
7753329;9.4081872954
7753330;12.170123872
7753331;12.177434003
7753333;8.3561209503
7753334;26.169374067
7753335;22.124778306
7753336;33.451871158
7753337;36.367992362
7753338;36.013065702
7753339;32.584576004
7753340;62.870157702
7753341;56.012457482
7753342;49.070246725
7753383;55.930986345
7753384;54.8848832
7753385;42.178049563
7753386;61.697620792
7753387;75.736941072
7753388;37.180596115
7753389;59.401240808
7753390;77.080731874
7753391;39.512351677
7753393;54.967817605
7753394;33.535321226
7753395;48.890410031
7753396;54.8848832
7753398;68.119646903
7753399;61.697620792
7753401;55.930986345
7753402;33.535321226
7753404;76.818966744
7753405;46.834833273
7753406;44.312352926
7753407;38.151748076
7753687;127.27710213
7753692;124.36213356
7753906;25.237051995
7753907;34.595159607
7753908;31.463106267
7753909;31.463106267
7753910;25.237051995
7753911;51.35976744
7753912;33.611722902
7753913;33.448984619
7753914;33.626988921
7753915;42.969830514
7753916;42.016925847
7753917;31.463106267
7753918;27.222930347
7753919;33.156445105
7753920;38.350653517
7753921;33.156445105
7753922;22.518537711
7753923;21.525598536
7753924;31.877208876
7753925;19.675497835
7753926;22.425202082
7753927;17.226239235
7753928;23.611783671
7753929;19.675497835
7753930;19.675497835
7753931;16.178084749
7753932;17.626903477
7753933;23.597329701
7753934;25.208792177
7753935;36.163658722
7753937;17.233366088
7753939;20.255301224
7753940;32.870148052
7753941;24.495477145
7753942;34.619928097
7753943;19.845204557
7753944;26.229991171
7753945;35.703282188
7753946;41.976891338
7753947;36.026969881
7753958;99.652647689
7753959;93.79612312
7753960;79.533784504
7753961;64.708452203
7753962;49.185860994
7753964;93.945338097
7753965;119.65922408
7753966;127.3829951
7753967;90.648846846
7753968;155.63265965
7753969;66.8367917
7753971;48.406930439
7753972;91.684868777
7754029;48.218912161
7754030;37.1313691
7754031;46.835938552
7754032;43.848907662
7754033;36.533341049
7754034;44.220822343
7754035;32.003693106
7754036;58.487011914
7754037;44.282837635
7754038;57.729046809
7754039;70.85153232
7754040;33.965195652
7754041;44.289600675
7754042;69.657425043
7754043;56.74506172
7754044;77.936685552
7754045;76.577170547
7754046;46.867156587
7754047;77.982682552
7754048;58.429420696
7754049;62.419567892
7754050;95.379058668
7754052;17.586794972
7754053;18.853562241
7754054;57.93772191
7754055;27.446616184
7754056;41.932100613
7754057;36.628823645
7754058;37.033910701
7754059;32.537565885
7754060;24.411736445
7754061;21.745510508
7754062;14.484430477
7754290;253.58536969
7754291;189.17794876
7754292;189.17794876
7754293;548.14251162
7754294;449.45586404
7754295;447.33790712
7754296;316.55101543
7754297;512.01075009
7754298;259.88161977
7754299;281.55757321
7754300;233.79281626
7754301;364.76250757
7754302;240.78292789
7754303;439.03639931
7754304;446.38312083
7754305;290.61448026
7754306;323.74458385
7754307;337.68789048
7754308;258.91136102
7754309;237.90279994
7754310;364.86402035
7754311;327.42560117
7754312;364.94534812
7754313;295.8144548
7754314;276.47374858
7754315;233.79281626
7754316;278.53482144
7754318;243.49500703
7754319;308.91432857
7754320;253.58536969
7754321;319.43654879
7754322;321.66322692
7754323;441.03109262
7754324;296.22636017
7754325;264.86122067
7754326;315.78328276
7754327;16.699273809
7754375;85.362401435
7754376;85.362401435
7754377;64.044263591
7754378;62.563203554
7754379;76.235772428
7754380;64.023909971
7754381;71.993934551
7754382;68.278728114
7754383;46.106310487
7754384;69.518555125
7754385;61.02419547
7754386;73.614388752
7754387;58.593873605
7754388;57.578864744
7754389;45.852218489
7754390;80.922556313
7754391;80.186814514
7754392;44.953093935
7754393;66.588476727
7754394;66.546034844
7754395;109.59071549
7754396;63.174746122
7754397;86.805073259
7754398;57.621306627
7754399;57.595147641
7754400;45.852218489
7754401;77.257091247
7754402;102.38371459
7754403;81.64745635
7754404;59.296592062
7754405;46.106310487
7754406;145.68927882
7754407;79.829973147
7754408;79.520389472
7754409;107.8087799
7754410;56.191367418
7754411;54.055981447
7754412;85.362401435
7754413;94.391506179
7754414;75.253226215
7754415;74.100386457
7754416;64.044263591
7754417;83.235595908
7754418;71.993934551
7754419;54.055981447
7754420;75.253226215
7754421;54.055981447
7754422;76.473906696
7754423;71.993934551
7754424;71.993934551
7754425;74.366247699
7754426;70.405533641
7754427;85.309349081
7754428;75.253226215
7754429;88.323133124
7754430;74.885505786
7754431;50.340775011
7754432;56.191367418
7754433;64.044263591
7754434;151.99978675
7754435;71.993934551
7754436;56.191367418
7754437;71.993934551
7754438;64.044263591
7754439;89.944232767
7754440;110.0089914
7754441;71.993934551
7754442;107.86183225
7754443;107.9148846
7754444;68.524235736
7754445;85.309349081
7754446;56.191367418
7754447;88.323133124
7754448;56.191367418
7754449;127.87353853
7754450;72.026633284
7754451;71.993934551
7754452;94.391506179
7754453;71.115536479
7754454;127.97964323
7754455;85.362401435
7754456;56.182786974
7754457;63.165865519
7754458;50.340775011
7754459;101.15319539
7754460;77.476806529
7754461;71.993934551
7754462;64.044263591
7754463;54.055981447
7754464;80.727517749
7754465;64.044263591
7754466;110.0089914
7754467;89.086188316
7754468;70.405533641
7754469;114.26260245
7754470;39.131812386
7754471;64.044263591
7754472;83.235595908
7754473;54.055981447
7754474;128.03269559
7754475;79.487690738
7754476;74.088613281
7754477;64.044263591
7754478;84.45130463
7754479;71.993934551
7754480;67.391749598
7754481;98.645117232
7754482;49.216869317
7754483;64.044263591
7754484;71.993934551
7754488;101.39221482
7754489;69.283380464
7754490;61.605032453
7754491;61.605032453
7754492;105.76808622
7754493;54.05122675
7754494;51.997170466
7754495;69.251927116
7754496;54.05122675
7754497;61.605032453
7754498;44.350275803
7754499;60.760089617
7754500;54.05122675
7754501;105.81911798
7754502;54.042973106
7754503;66.352927997
7754504;44.350275803
7754505;65.658642009
7754506;54.042973106
7754736;49.153144105
7754738;67.216787788
7754740;36.905483025
7754742;52.245633282
7754744;67.990163259
7754746;29.467704006
7754747;29.281574935
7754748;25.838253673
7754749;29.561683044
7754750;31.321699803
7754751;37.792186786
7754752;22.196116939
7754753;26.337177687
7754754;22.196116939
7754755;29.553325572
7754756;24.030637549
7754757;21.051158399
7754758;39.389552916
7754759;39.366861235
7754760;11.771871583
7754761;16.351793033
7754762;23.499245603
7754763;17.20866453
7754764;15.079272035
7754765;22.067823739
7754766;17.216148184
7754767;14.346790153
7754768;23.51279094
7754769;17.97595366
7754770;12.853015835
7754771;19.525331772
7754772;17.97595366
7754773;19.525331772
7754774;22.326405664
7754775;22.964577876
7754776;15.176762334
7754777;16.376501589
7754778;42.808215224
7754779;46.252619891
7754780;35.120263174
7754781;32.656170749
7754782;27.285691509
7754783;92.081129828
7754784;63.172191666
7754785;67.336530893
7754786;68.904801707
7754787;44.847781206
7754788;42.044350187
7754789;55.049960132
7754790;45.464399991
7754791;54.433341347
7754792;45.056931003
7754793;43.760263336
7754794;63.640087337
7754795;43.657482159
7754796;30.828832505
7754797;32.244363079
7754798;26.793620968
7754799;34.86564155
7754800;36.69915252
7754801;28.234227582
7754803;24.357837244
7754804;41.75466019
7754805;22.328017473
7754806;24.523357846
7754807;34.998907248
7754808;32.661196271
7754809;40.093265601
7754810;20.916862866
7754811;17.239281681
7754812;43.058762612
7754813;52.949302083
7754814;68.614803301
7754815;66.588919272
7754816;53.677309878
7754817;40.037692688
7754818;50.367453472
7754819;59.794893297
7754820;66.414606109
7754821;56.217303638
7754822;32.576198137
7754823;59.887007057
7754824;41.737526321
7754825;39.583684786
7754826;49.456960852
7754827;35.682642025
7754828;52.143973043
7754829;58.021407104
7754830;53.358003614
7754831;32.576198137
7754832;45.57269223
7754833;31.338236513
7754834;41.737526321
7754835;31.338236513
7754836;54.752977069
7754837;31.338236513
7754838;53.358003614
7754839;26.729520473
7754840;51.223118735
7754841;28.532825596
7754842;32.576198137
7754843;41.72572658
7754844;37.128810281
7754845;37.836483559
7754846;28.532825596
7754847;53.38876001
7754848;40.30743241
7754849;22.686147932
7754850;32.576198137
7754851;37.128810281
7754852;66.347414447
7754853;61.692376397
7754855;86.6228502
7754856;30.430844761
7754857;49.879263511
7754858;52.407178332
7754859;58.975479508
7754861;51.036472651
7754863;86.6228502
7754864;66.347414447
7754865;121.96179709
7754866;70.882463069
7754867;95.405022728
7754868;82.695304657
7754869;95.405022728
7754871;53.61407228
7754872;69.998262788
7754873;86.074989506
7754874;80.927017935
7754875;66.382051535
7754876;71.614849409
7754877;61.828473429
7754879;35.85456158
7754880;38.273486927
7754881;49.804006621
7755692;62.52687361
7755730;93.805577767
7755733;62.391502846
7755734;71.976429684
7755735;51.213423035
7755736;76.750018173
7755737;57.234084195
7755738;47.558959518
7755739;54.29022464
7755741;93.805577767
7755742;89.820837972
7755743;47.01155604
7755744;55.698192989
7755745;47.01155604
7755746;59.510086151
7755752;68.108231001
7755753;37.764057312
7755754;37.150399503
7755755;37.764057312
7755756;67.708409118
7755757;89.370814855
7755758;70.629586102
7755759;57.016715485
7755760;75.316307905
7755761;64.298918214
7755762;64.358824794
7755763;39.255859626
7755764;51.78150135
7755765;58.14923215
7755766;50.318537089
7755767;70.666649014
7755768;31.596678681
7755769;51.78150135
7755770;37.764057312
7755771;37.764057312
7755772;64.298918214
7755773;50.318537089
7755774;41.355325363
7755775;39.24986524
7755776;50.295693422
7755777;40.735673168
7755778;62.835953953
7755779;51.78150135
7755780;39.255859626
7755781;62.835953953
7755782;44.809580448
7755783;37.764057312
7755784;50.318537089
7755785;64.335981127
7755786;58.112169237
7755787;37.764057312
7755788;44.7419726
7755789;36.654384314
7755790;39.255859626
7755791;34.38340446
7755792;50.295693422
7755793;39.24986524
7755794;37.764057312
7755795;62.79889104
7755796;50.295693422
7755797;39.24986524
7755798;50.318537089
7755799;32.277944338
7755800;39.255859626
7755801;45.594752373
7755802;37.728238382
7755803;44.702978663
7755804;37.711105632
7755805;57.612251309
7755807;26.743947892
7755808;45.942106872
7755809;29.919270826
7755810;47.09916828
7755811;67.002538429
7755812;38.853258763
7755813;43.584126928
7755815;48.86826928
7755816;33.97485426
7755817;42.210739192
7755818;33.987651581
7755819;35.330273663
7755820;55.566450181
7755821;35.324878716
7755822;29.050149904
7755823;45.28668338
7755824;33.987651581
7755825;40.26777534
7756131;124.29160178
7756132;56.957816561
7756135;126.69154008
7756137;59.866583732
7756141;78.020095508
7756142;52.773309662
7756143;123.10560157
7756144;50.186298686
7756145;63.820694957
7756147;78.0384532
7756148;80.572249264
7756153;51.739386383
7756158;120.24495561
7756159;129.82561093
7756160;89.297507583
7756162;85.677778396
7756163;131.21027551
7756164;93.077584395
7756165;134.98124362
7756166;134.69263767
7756167;95.71750379
7756168;71.291316937
7756169;136.84149891
7756170;112.31231665
7756172;154.20981131
7756174;133.48729337
7756175;71.291316937
7756176;97.5480665
7756177;66.600618468
7756178;111.07805579
7756179;78.470906572
7756180;136.47833319
7756181;95.62062505
7756182;111.07805579
7756183;95.62062505
7756184;133.4273571
7756185;130.15521572
7756186;122.49585979
7756187;118.31751416
7756188;95.635228588
7756189;141.60766068
7756190;95.62062505
7756191;109.00051146
7756192;107.50551669
7756193;145.29764521
7756194;137.39467409
7756195;101.16779569
7756196;75.198210677
7756197;122.70231303
7756198;64.780301544
7756199;182.20092421
7756201;81.475491192
7756202;116.55201795
7756203;145.62038739
7756204;127.55264664
7756205;88.841556403
7756206;200.52136956
7756207;140.36899528
7756208;111.0519455
7756209;201.81837231
7756210;143.51864283
7756211;258.35586474
7756212;246.51788594
7756213;185.63797914
7756214;167.33232654
7756215;190.02754218
7756216;101.57983317
7756218;183.96357183
7756219;97.055847307
7756220;172.12559303
7756867;185.74066513
7756868;266.53944113
7756869;273.60145018
7756870;160.07773827
7756871;248.65307282
7756872;339.5907672
7756873;207.32739924
7756874;251.85062956
7756875;207.32739924
7756876;290.01040537
7756877;308.90236782
7756878;254.51374226
7756879;339.78651268
7756880;282.16320252
7756881;325.88289491
7756882;265.75424733
7756883;339.51566913
7756884;367.43597295
7756885;240.80586997
7756886;458.41921668
7756887;236.65903292
7756888;265.63359992
7756889;207.32739924
7756890;207.32739924
7756891;207.32739924
7756892;331.86421177
7756893;326.0786404
7756894;306.9158344
7756895;207.32739924
7756896;413.88034632
7756897;264.37913749
7756898;339.54732811
7756899;240.80586997
7756900;210.49329701
7756901;199.44853741
7756902;276.79900692
7756903;164.53820291
7756904;152.23053542
7756905;152.61926108
7756906;236.30196624
7756907;623.14278114
7756908;201.77092008
7756909;396.91328501
7756910;414.6906048
7756911;189.15283461
7756912;450.99608569
7756913;242.60055539
7756914;280.92396539
7756916;377.32307467
7756998;161.95347454
7757000;130.88971835
7757001;122.21569175
7757002;101.06011147
7757003;209.38859166
7757004;159.04267697
7757005;130.88971835
7757006;152.02531172
7757008;149.40733486
7757009;122.21569175
7757010;135.84380631
7757011;101.06011147
7757012;130.88971835
7757015;148.12189529
7757016;340.65808941
7757017;215.94366567
7757018;242.42060684
7757019;223.99405859
7757020;360.03922733
7757021;126.84005158
7757022;215.94366567
7757023;115.85029114
7757024;174.3651188
7757025;101.80437974
7757027;101.80437974
7757029;108.6726047
7757030;141.36707913
7757031;141.36707913
7757033;157.02564366
7757034;106.50044228
7757035;141.41202065
7757037;124.0535996
7757038;324.13375606
7757040;254.62606121
7757041;245.90375064
7757042;470.59802494
7757043;513.16201707
7757044;378.85483468
7757045;487.20624508
7757046;264.45857674
7757047;264.45857674
7757048;577.87883766
7757050;231.01482018
7757051;256.5092485
7757052;214.81179954
7757053;186.99091284
7757056;338.91336855
7757057;229.76070964
7757059;300.20552769
7757060;284.49962933
7757061;282.25084038
7757062;215.56878779
7757064;400.23096446
7757065;504.69579014
7757066;382.68165119
7757067;461.7018587
7757068;267.12987549
7757069;374.20803845
7757070;348.76342027
7757071;347.23149478
7757072;333.00569349
7757073;248.3876269
7757074;471.59368521
7757329;217.85808501
7757330;260.39526913
7757331;151.59509275
7757332;217.98366186
7757333;260.15416474
7757334;209.06405675
7757335;89.947250847
7757336;132.98669271
7757337;138.02091846
7757338;151.82416218
7757339;201.9303207
7757340;116.49811319
7757341;127.95246696
7757342;159.53902365
7757343;186.07104438
7757344;119.15843869
7757345;159.51871343
7757346;159.51871343
7757347;239.30770222
7757348;154.48448768
7757349;164.06183847
7757350;143.56684209
7757351;198.26785472
7757352;131.12141347
7757353;136.43558347
7757354;136.64174596
7757355;160.3840613
7757356;102.75258012
7757357;150.51021742
7757358;153.32766681
7757360;268.96859547
7757363;437.79123983
7757364;376.5273256
7757366;401.2705138
7757370;439.80912565
7757371;539.85892237
7757372;78.750473284
7757373;86.493395087
7757377;87.836222612
7757378;93.905541117
7757379;152.36079038
7757380;109.89020012
7757381;73.061131481
7757382;82.167348478
7757383;61.643368007
7757384;85.521705865
7757385;122.10022235
7757386;192.03575911
7757387;226.30391025
7757388;176.21472956
7757389;195.44302488
7757390;147.16837244
7757391;178.37996488
7757392;125.43691081
7757393;179.99404566
7757394;112.27741418
7757395;140.85831168
7757396;248.78794761
7757401;279.66943818
7757403;160.27425871
7757404;218.24905898
7757406;540.28336137
7757407;261.82500725
7757408;366.88169342
7757409;279.79646049
7757410;203.81687517
7757411;323.13298846
7757412;261.79167544
7757413;218.24905898
7757414;279.66943818
7757415;272.85298849
7757416;404.17384619
7757417;272.85298849
7757418;412.91149466
7757419;334.96743162
7757420;279.66943818
7757421;427.26461229
7757422;323.13298846
7757423;152.01241679
7757434;19.075117175
7757435;32.73171801
7757436;14.636768798
7757437;14.636768798
7757438;21.41051614
7757439;15.269266582
7757440;16.075888483
7757441;22.561820573
7757442;23.800267251
7757443;23.789462378
7757444;17.862098314
7757445;18.567708926
7757446;31.419546908
7757447;15.235232601
7757465;104.27486475
7757466;64.796038894
7757467;100.44665341
7757468;69.899695174
7757469;87.688563141
7757470;57.890659025
7757471;54.930063852
7757472;85.747771929
7757473;99.165093664
7757474;63.584128564
7757475;77.780562014
7757476;105.47743111
7757477;120.39971776
7757478;67.820633785
7757479;75.69973438
7757480;89.298015766
7757481;66.934960599
7757482;70.525517903
7757483;91.109362978
7757484;107.18186778
7757485;89.630821718
7757486;88.305851024
7757487;109.65249259
7757488;52.772324895
7757489;69.979722005
7757490;51.717504675
7757491;60.25066484
7757492;41.958717522
7757493;69.979722005
7757494;101.95380581
7757495;82.741828405
7757496;90.163283463
7757497;63.508027022
7757498;85.810977358
7757499;81.384760543
7757500;70.501269039
7757501;85.810977358
7757502;85.772020793
7757503;48.108122961
7757504;105.2894812
7757505;97.686552404
7757506;88.28160216
7757507;83.879634209
7757508;60.859257414
7757509;43.734657238
7757510;80.313461445
7757511;101.00330221
7757512;54.522648683
7757513;74.216633147
7757514;60.849964181
7757515;82.826693616
7757516;81.609423615
7757517;102.98364223
7757518;81.106342176
7757519;56.826130712
7757520;76.300954277
7757521;76.416249671
7757522;85.772020793
7757523;51.688457709
7757524;109.70167171
7757525;62.749345826
