"","DIRECTORIO","SECUENCIA_P","moda_estado","madres_jovenes"
"62057",7744586,1,2,0
"62058",7744587,1,2,1
"62059",7744588,1,2,0
"62060",7744589,1,2,1
"62061",7744590,1,3,1
"62062",7744591,1,2,1
"62063",7744592,1,2,0
"62064",7744593,1,1,0
"62065",7744594,1,2,1
"62066",7744595,1,2,1
"62067",7744596,1,2,0
"62068",7744597,1,2,0
"62069",7744598,1,1,0
"62070",7744599,1,2,1
"62071",7744600,1,1,0
"62072",7744601,1,2,1
"62073",7744602,1,2,0
"62074",7744603,1,2,1
"62075",7744604,1,1,0
"62076",7744605,1,2,0
"62077",7744606,1,1,1
"62078",7744607,1,2,0
"62079",7744608,1,2,0
"62080",7744609,1,2,0
"62081",7744610,1,2,0
"62082",7744611,1,2,0
"62083",7744612,1,1,0
"62084",7744613,1,2,1
"62085",7744614,1,2,1
"62086",7744615,1,2,0
"62087",7744616,1,2,0
"62088",7744617,1,2,0
"62089",7744618,1,2,0
"62090",7744619,1,2,0
"62091",7744620,1,2,0
"62092",7744621,1,2,1
"62093",7744622,1,2,0
"62094",7744623,1,2,0
"62095",7744624,1,2,0
"62096",7744625,1,2,0
"62097",7744626,1,2,1
"62098",7744627,1,2,0
"62099",7744628,1,2,0
"62100",7744629,1,2,0
"62101",7744630,1,2,1
"62102",7744631,1,2,0
"62103",7744632,1,2,0
"62104",7744633,1,2,0
"62105",7744634,1,2,1
"62106",7744635,1,2,1
"62107",7744636,1,2,0
"62108",7744637,1,2,1
"62109",7744638,1,2,1
"62110",7744639,1,2,0
"62111",7744640,1,2,0
"62112",7744641,1,2,1
"62113",7744642,1,2,1
"62114",7744643,1,1,0
"62115",7744644,1,2,0
"62116",7744645,1,2,0
"62117",7744646,1,2,1
"62118",7744647,1,2,0
"62119",7744648,1,2,2
"62120",7744649,1,2,0
"62121",7744650,1,2,0
"62122",7744651,1,2,1
"62123",7744652,1,2,0
"62124",7744653,1,2,1
"62125",7744654,1,2,1
"62126",7744655,1,2,1
"62127",7744656,1,2,1
"62128",7744657,1,2,1
"62129",7744658,1,3,1
"62130",7744659,1,2,0
"62131",7744660,1,2,1
"62132",7744662,1,2,0
"62133",7744663,1,2,1
"62134",7744664,1,2,0
"62135",7744665,1,2,0
"62136",7744666,1,2,2
"62137",7744668,1,2,1
"62138",7744669,1,2,1
"62139",7744670,1,2,1
"62140",7744671,1,2,1
"62141",7744672,1,2,0
"62142",7744673,1,2,1
"62143",7744674,1,2,0
"62144",7744677,1,1,0
"62145",7744679,1,2,0
"62146",7744681,1,1,0
"62147",7744683,1,3,0
"62148",7744686,1,2,1
"62149",7744687,1,2,1
"62150",7744688,1,2,1
"62151",7744689,1,2,0
"62152",7744691,1,2,0
"62153",7744692,1,2,1
"62154",7744693,1,2,2
"62155",7744695,1,3,1
"62156",7744696,1,2,1
"62157",7744697,1,2,1
"62158",7744698,1,2,1
"62159",7744699,1,2,2
"62160",7744700,1,2,0
"62161",7744701,1,2,1
"62162",7744702,1,2,1
"62163",7744703,1,2,0
"62164",7744704,1,2,0
"62165",7744705,1,2,0
"62166",7744706,1,2,1
"62167",7744707,1,2,1
"62168",7744709,1,3,0
"62169",7744710,1,2,0
"62170",7744711,1,3,1
"62171",7744712,1,2,0
"62172",7744713,1,3,0
"62173",7744714,1,2,1
"62174",7744716,1,2,0
"62175",7744717,1,2,1
"62176",7744718,1,3,0
"62177",7744719,1,2,0
"62178",7744720,1,2,0
"62179",7744721,1,2,0
"62180",7744722,1,2,0
"62181",7744723,1,2,0
"62182",7744724,1,2,0
"62183",7744725,1,2,0
"62184",7744726,1,3,0
"62185",7744727,1,3,1
"62186",7744729,1,2,0
"62187",7744730,1,2,1
"62188",7744731,1,2,0
"62189",7744732,1,2,0
"62190",7744733,1,2,1
"62191",7744734,1,2,0
"62192",7744735,1,2,0
"62193",7744736,1,2,0
"62194",7744737,1,2,0
"62195",7744738,1,2,1
"62196",7744739,1,2,1
"62197",7744740,1,3,1
"62198",7744741,1,2,0
"62199",7744742,1,3,1
"62200",7744743,1,2,0
"62201",7744744,1,2,0
"62202",7744745,1,2,1
"62203",7744746,1,3,0
"62204",7744747,1,2,1
"62205",7744748,1,2,1
"62206",7744749,1,2,1
"62207",7744750,1,3,0
"62208",7744751,1,2,0
"62209",7744752,1,2,0
"62210",7744753,1,2,0
"62211",7744754,1,2,0
"62212",7744755,1,2,1
"62213",7744756,1,2,1
"62214",7744757,1,2,1
"62215",7744758,1,2,0
"62216",7744759,1,2,0
"62217",7744760,1,3,1
"62218",7744761,1,2,0
"62219",7744762,1,2,1
"62220",7744763,1,3,0
"62221",7744764,1,2,0
"62222",7744766,1,2,0
"62223",7744767,1,3,1
"62224",7744768,1,2,1
"62225",7744769,1,2,0
"62226",7744770,1,2,0
"62227",7744771,1,2,1
"62228",7744772,1,2,0
"62229",7744773,1,2,1
"62230",7744774,1,3,0
"62231",7744775,1,2,1
"62232",7744776,1,2,1
"62233",7744777,1,2,1
"62234",7744778,1,2,0
"62235",7744779,1,2,0
"62236",7744783,1,2,0
"62237",7744784,1,2,0
"62238",7744785,1,2,0
"62239",7744786,1,3,0
"62240",7744787,1,1,1
"62241",7744788,1,2,0
"62242",7744789,1,1,1
"62243",7744790,1,2,0
"62244",7744793,1,2,1
"62245",7744797,1,2,1
"62246",7744798,1,2,1
"62247",7744799,1,1,0
"62248",7744800,1,3,1
"62249",7744801,1,2,0
"62250",7744802,1,2,0
"62251",7744803,1,2,0
"62252",7744804,1,3,0
"62253",7744805,1,1,0
"62254",7744810,1,2,0
"62255",7744811,1,2,0
"62256",7744812,1,2,1
"62257",7744813,1,2,0
"62258",7744814,1,2,1
"62259",7744815,1,1,1
"62260",7744816,1,2,0
"62261",7744817,1,2,1
"62262",7744818,1,2,0
"62263",7744820,1,2,0
"62264",7744821,1,2,0
"62265",7744822,1,1,0
"62266",7744823,1,2,0
"62267",7744824,1,2,0
"62268",7744825,1,1,1
"62269",7744826,1,2,0
"62270",7744827,1,2,1
"62271",7744828,1,2,1
"62272",7744829,1,2,0
"62273",7744832,1,2,0
"62274",7744833,1,1,0
"62275",7744834,1,2,1
"62276",7744835,1,1,0
"62277",7744836,1,2,0
"62278",7744837,1,2,1
"62279",7744838,1,2,1
"62280",7744839,1,1,0
"62281",7744841,1,2,0
"62282",7744853,1,2,0
"62283",7744860,1,1,0
"62284",7744861,1,2,1
"62285",7744862,1,1,0
"62286",7744868,1,2,0
"62287",7744886,1,2,0
"62288",7744888,1,2,0
"62289",7744889,1,2,0
"62290",7744896,1,2,0
"62291",7744905,1,1,0
"62292",7744907,1,2,1
"62293",7744910,1,3,0
"62294",7744918,1,2,1
"62295",7744919,1,2,1
"62296",7744922,1,2,1
"62297",7744929,1,2,0
"62298",7744931,1,1,0
"62299",7744938,1,2,0
"62300",7744948,1,3,0
"62301",7744949,1,2,0
"62302",7744950,1,1,0
"62303",7744951,1,3,0
"62304",7744955,1,2,0
"62305",7744960,1,2,2
"62306",7744965,1,2,0
"62307",7744967,1,1,0
"62308",7744974,1,3,0
"62309",7744975,1,2,0
"62310",7744976,1,2,0
"62311",7744977,1,2,1
"62312",7744978,1,2,0
"62313",7744979,1,3,0
"62314",7744980,1,3,2
"62315",7744981,1,2,1
"62316",7744982,1,3,1
"62317",7744983,1,3,0
"62318",7744984,1,3,0
"62319",7744985,1,3,0
"62320",7744986,1,2,0
"62321",7744987,1,3,0
"62322",7744988,1,2,1
"62323",7744989,1,2,0
"62324",7744990,1,2,0
"62325",7744991,1,2,1
"62326",7744992,1,2,1
"62327",7744993,1,3,0
"62328",7744994,1,2,1
"62329",7744995,1,2,0
"62330",7744996,1,2,1
"62331",7744997,1,2,0
"62332",7744999,1,1,0
"62333",7745000,1,2,0
"62334",7745001,1,2,0
"62335",7745002,1,3,0
"62336",7745003,1,2,0
"62337",7745005,1,1,0
"62338",7745006,1,2,0
"62339",7745007,1,2,0
"62340",7745008,1,3,0
"62341",7745009,1,2,0
"62342",7745010,1,3,0
"62343",7745011,1,2,1
"62344",7745012,1,2,0
"62345",7745013,1,2,0
"62346",7745014,1,2,0
"62347",7745015,1,2,0
"62348",7745016,1,3,1
"62349",7745017,1,3,0
"62350",7745018,1,2,1
"62351",7745020,1,2,0
"62352",7745022,1,3,0
"62353",7745023,1,3,0
"62354",7745024,1,2,0
"62355",7745025,1,3,0
"62356",7745026,1,1,1
"62357",7745027,1,2,1
"62358",7745028,1,2,0
"62359",7745030,1,2,2
"62360",7745031,1,1,0
"62361",7745032,1,2,0
"62362",7745033,1,2,0
"62363",7745034,1,3,0
"62364",7745037,1,3,0
"62365",7745038,1,3,0
"62366",7745039,1,2,0
"62367",7745044,1,1,0
"62368",7745046,1,2,0
"62369",7745047,1,2,0
"62370",7745048,1,2,0
"62371",7745049,1,3,0
"62372",7745050,1,2,0
"62373",7745051,1,2,0
"62374",7745052,1,2,0
"62375",7745053,1,2,0
"62376",7745054,1,2,0
"62377",7745055,1,3,0
"62378",7745056,1,2,1
"62379",7745057,1,2,0
"62380",7745058,1,2,0
"62381",7745059,1,2,0
"62382",7745060,1,2,0
"62383",7745061,1,2,0
"62384",7745062,1,2,1
"62385",7745063,1,2,0
"62386",7745064,1,2,1
"62387",7745065,1,2,1
"62388",7745066,1,2,1
"62389",7745067,1,3,1
"62390",7745068,1,2,0
"62391",7745069,1,2,0
"62392",7745070,1,2,1
"62393",7745071,1,2,0
"62394",7745072,1,2,0
"62395",7745073,1,2,1
"62396",7745074,1,2,0
"62397",7745075,1,2,0
"62398",7745076,1,2,0
"62399",7745077,1,2,1
"62400",7745078,1,3,0
"62401",7745079,1,2,0
"62402",7745080,1,2,0
"62403",7745081,1,2,0
"62404",7745082,1,3,0
"62405",7745083,1,2,1
"62406",7745084,1,2,1
"62407",7745085,1,3,0
"62408",7745086,1,1,0
"62409",7745087,1,2,1
"62410",7745088,1,2,0
"62411",7745089,1,2,1
"62412",7745090,1,2,1
"62413",7745091,1,3,0
"62414",7745092,1,2,0
"62415",7745093,1,2,1
"62416",7745094,1,1,0
"62417",7745095,1,2,0
"62418",7745096,1,2,1
"62419",7745097,1,2,0
"62420",7745098,1,2,0
"62421",7745099,1,2,1
"62422",7745100,1,2,1
"62423",7745101,1,2,1
"62424",7745102,1,2,1
"62425",7745103,1,2,0
"62426",7745104,1,2,0
"62427",7745105,1,2,0
"62428",7745106,1,3,1
"62429",7745107,1,2,0
"62430",7745108,1,2,0
"62431",7745109,1,2,0
"62432",7745110,1,2,0
"62433",7745111,1,2,0
"62434",7745112,1,1,0
"62435",7745113,1,1,0
"62436",7745114,1,1,0
"62437",7745115,1,2,0
"62438",7745116,1,2,0
"62439",7745117,1,2,0
"62440",7745118,1,2,0
"62441",7745119,1,2,1
"62442",7745120,1,2,1
"62443",7745121,1,1,1
"62444",7745122,1,1,1
"62445",7745123,1,1,1
"62446",7745124,1,1,0
"62447",7745125,1,2,0
"62448",7745126,1,2,0
"62449",7745127,1,2,0
"62450",7745128,1,1,1
"62451",7745129,1,2,0
"62452",7745130,1,2,0
"62453",7745131,1,2,0
"62454",7745132,1,2,0
"62455",7745133,1,2,0
"62456",7745134,1,2,1
"62457",7745135,1,2,0
"62458",7745136,1,2,1
"62459",7745137,1,2,0
"62460",7745138,1,2,0
"62461",7745139,1,2,0
"62462",7745140,1,1,1
"62463",7745141,1,2,1
"62464",7745142,1,2,1
"62465",7745143,1,2,1
"62466",7745144,1,2,1
"62467",7745145,1,2,1
"62468",7745146,1,1,1
"62469",7745147,1,2,1
"62470",7745148,1,2,1
"62471",7745149,1,2,0
"62472",7745150,1,1,0
"62473",7745151,1,2,0
"62474",7745152,1,2,0
"62475",7745153,1,3,0
"62476",7745154,1,3,1
"62477",7745155,1,2,0
"62478",7745156,1,2,1
"62479",7745157,1,2,0
"62480",7745158,1,2,2
"62481",7745159,1,3,0
"62482",7745160,1,2,0
"62483",7745161,1,2,0
"62484",7745162,1,3,0
"62485",7745163,1,2,1
"62486",7745164,1,3,0
"62487",7745165,1,2,0
"62488",7745166,1,2,0
"62489",7745167,1,3,1
"62490",7745168,1,3,0
"62491",7745169,1,3,0
"62492",7745170,1,2,0
"62493",7745171,1,3,0
"62494",7745172,1,2,0
"62495",7745173,1,3,0
"62496",7745174,1,2,1
"62497",7745175,1,2,0
"62498",7745176,1,2,1
"62499",7745177,1,2,1
"62500",7745178,1,2,0
"62501",7745179,1,2,0
"62502",7745180,1,3,0
"62503",7745181,1,3,0
"62504",7745182,1,2,0
"62505",7745183,1,3,1
"62506",7745184,1,2,1
"62507",7745185,1,2,0
"62508",7745186,1,2,1
"62509",7745187,1,2,0
"62510",7745188,1,2,0
"62511",7745189,1,2,0
"62512",7745190,1,3,1
"62513",7745191,1,2,1
"62514",7745192,1,2,0
"62515",7745193,1,3,1
"62516",7745194,1,2,0
"62517",7745195,1,2,0
"62518",7745196,1,2,1
"62519",7745197,1,2,0
"62520",7745198,1,2,0
"62521",7745199,1,2,0
"62522",7745200,1,2,0
"62523",7745201,1,3,0
"62524",7745202,1,2,1
"62525",7745204,1,2,0
"62526",7745205,1,2,0
"62527",7745206,1,2,0
"62528",7745207,1,2,1
"62529",7745208,1,2,0
"62530",7745210,1,2,1
"62531",7745211,1,3,0
"62532",7745212,1,2,0
"62533",7745213,1,2,0
"62534",7745216,1,2,0
"62535",7745217,1,2,1
"62536",7745218,1,2,0
"62537",7745219,1,2,1
"62538",7745220,1,3,0
"62539",7745221,1,2,0
"62540",7745222,1,2,1
"62541",7745223,1,2,0
"62542",7745224,1,2,1
"62543",7745225,1,2,0
"62544",7745226,1,2,0
"62545",7745227,1,2,0
"62546",7745228,1,2,1
"62547",7745229,1,2,0
"62548",7745230,1,2,0
"62549",7745231,1,3,0
"62550",7745232,1,2,1
"62551",7745233,1,2,0
"62552",7745234,1,3,0
"62553",7745235,1,2,0
"62554",7745236,1,2,0
"62555",7745237,1,2,0
"62556",7745238,1,2,0
"62557",7745239,1,2,1
"62558",7745240,1,2,0
"62559",7745241,1,2,0
"62560",7745242,1,3,0
"62561",7745243,1,2,1
"62562",7745244,1,2,1
"62563",7745245,1,2,0
"62564",7745246,1,2,0
"62565",7745247,1,2,0
"62566",7745248,1,3,0
"62567",7745249,1,2,0
"62568",7745250,1,3,0
"62569",7745251,1,2,0
"62570",7745253,1,2,0
"62571",7745254,1,2,0
"62572",7745255,1,2,1
"62573",7745257,1,3,0
"62574",7745258,1,2,0
"62575",7745259,1,2,0
"62576",7745260,1,2,0
"62577",7745261,1,2,1
"62578",7745262,1,2,1
"62579",7745263,1,2,1
"62580",7745264,1,2,0
"62581",7745265,1,2,0
"62582",7745266,1,2,0
"62583",7745267,1,2,1
"62584",7745268,1,2,1
"62585",7745269,1,2,0
"62586",7745270,1,2,1
"62587",7745271,1,3,0
"62588",7745272,1,2,0
"62589",7745273,1,2,0
"62590",7745274,1,3,0
"62591",7745275,1,2,0
"62592",7745276,1,2,0
"62593",7745277,1,2,0
"62594",7745278,1,3,0
"62595",7745279,1,2,1
"62596",7745280,1,2,1
"62597",7745281,1,2,1
"62598",7745282,1,4,0
"62599",7745283,1,2,0
"62600",7745284,1,2,1
"62601",7745285,1,2,0
"62602",7745286,1,2,1
"62603",7745287,1,2,0
"62604",7745288,1,2,0
"62605",7745289,1,3,0
"62606",7745290,1,2,0
"62607",7745291,1,2,1
"62608",7745292,1,2,0
"62609",7745293,1,1,0
"62610",7745294,1,2,0
"62611",7745295,1,3,0
"62612",7745296,1,2,1
"62613",7745297,1,2,0
"62614",7745298,1,2,1
"62615",7745299,1,2,0
"62616",7745300,1,2,1
"62617",7745301,1,3,1
"62618",7745302,1,2,0
"62619",7745303,1,3,0
"62620",7745304,1,2,1
"62621",7745305,1,3,0
"62622",7745306,1,2,0
"62623",7745307,1,2,2
"62624",7745308,1,2,0
"62625",7745309,1,2,2
"62626",7745310,1,2,0
"62627",7745311,1,2,1
"62628",7745312,1,3,0
"62629",7745313,1,2,0
"62630",7745314,1,2,2
"62631",7745315,1,3,2
"62632",7745316,1,2,1
"62633",7745317,1,2,0
"62634",7745318,1,2,0
"62635",7745319,1,2,1
"62636",7745320,1,3,0
"62637",7745321,1,2,0
"62638",7745322,1,2,0
"62639",7745323,1,2,0
"62640",7745324,1,2,0
"62641",7745325,1,2,0
"62642",7745328,1,2,0
"62643",7745329,1,2,1
"62644",7745330,1,2,1
"62645",7745331,1,2,0
"62646",7745332,1,2,0
"62647",7745333,1,3,1
"62648",7745334,1,2,1
"62649",7745335,1,3,1
"62650",7745336,1,2,0
"62651",7745337,1,2,0
"62652",7745338,1,3,1
"62653",7745339,1,3,0
"62654",7745340,1,2,0
"62655",7745344,1,3,0
"62656",7745345,1,1,1
"62657",7745346,1,2,1
"62658",7745347,1,2,0
"62659",7745348,1,2,0
"62660",7745349,1,2,0
"62661",7745350,1,2,0
"62662",7745351,1,3,0
"62663",7745352,1,2,0
"62664",7745353,1,3,0
"62665",7745354,1,2,0
"62666",7745355,1,3,1
"62667",7745356,1,2,0
"62668",7745357,1,3,0
"62669",7745358,1,2,0
"62670",7745359,1,2,0
"62671",7745359,2,3,1
"62672",7745360,1,2,0
"62673",7745361,1,2,0
"62674",7745362,1,3,0
"62675",7745363,1,2,0
"62676",7745364,1,3,0
"62677",7745365,1,2,1
"62678",7745366,1,2,1
"62679",7745367,1,3,0
"62680",7745368,1,2,1
"62681",7745369,1,3,0
"62682",7745370,1,2,2
"62683",7745372,1,2,0
"62684",7745374,1,2,0
"62685",7745375,1,2,0
"62686",7745376,1,2,0
"62687",7745377,1,3,0
"62688",7745378,1,2,0
"62689",7745379,1,2,1
"62690",7745380,1,3,0
"62691",7745381,1,2,0
"62692",7745382,1,2,1
"62693",7745384,1,2,0
"62694",7745387,1,2,1
"62695",7745388,1,2,0
"62696",7745389,1,1,0
"62697",7745390,1,2,0
"62698",7745391,1,2,0
"62699",7745392,1,2,0
"62700",7745393,1,2,1
"62701",7745394,1,2,0
"62702",7745395,1,3,1
"62703",7745396,1,3,0
"62704",7745397,1,3,0
"62705",7745398,1,3,0
"62706",7745399,1,3,0
"62707",7745401,1,3,1
"62708",7745402,1,2,0
"62709",7745403,1,3,0
"62710",7745404,1,3,1
"62711",7745405,1,3,0
"62712",7745406,1,3,0
"62713",7745407,1,3,1
"62714",7745408,1,1,0
"62715",7745409,1,2,0
"62716",7745411,1,2,1
"62717",7745412,1,3,1
"62718",7745413,1,2,1
"62719",7745414,1,2,0
"62720",7745415,1,3,0
"62721",7745416,1,3,0
"62722",7745418,1,3,1
"62723",7745421,1,3,0
"62724",7745423,1,3,0
"62725",7745425,1,2,0
"62726",7745426,1,2,1
"62727",7745427,1,3,1
"62728",7745428,1,2,0
"62729",7745429,1,3,1
"62730",7745430,1,3,1
"62731",7745431,1,2,0
"62732",7745432,1,3,0
"62733",7745434,1,2,1
"62734",7745435,1,2,1
"62735",7745436,1,3,1
"62736",7745437,1,3,1
"62737",7745438,1,2,1
"62738",7745439,1,3,0
"62739",7745440,1,2,0
"62740",7745441,1,2,2
"62741",7745442,1,3,0
"62742",7745443,1,2,1
"62743",7745444,1,3,0
"62744",7745447,1,1,0
"62745",7745448,1,4,1
"62746",7745449,1,3,0
"62747",7745450,1,2,0
"62748",7745452,1,3,0
"62749",7745453,1,1,0
"62750",7745454,1,1,0
"62751",7745455,1,1,0
"62752",7745456,1,2,1
"62753",7745457,1,2,0
"62754",7745458,1,2,0
"62755",7745459,1,2,1
"62756",7745460,1,2,1
"62757",7745461,1,3,0
"62758",7745462,1,1,0
"62759",7745463,1,2,1
"62760",7745464,1,2,0
"62761",7745465,1,2,0
"62762",7745466,1,3,0
"62763",7745467,1,2,0
"62764",7745468,1,2,0
"62765",7745469,1,3,1
"62766",7745471,1,3,1
"62767",7745472,1,3,0
"62768",7745473,1,2,0
"62769",7745474,1,4,0
"62770",7745475,1,3,1
"62771",7745476,1,3,1
"62772",7745477,1,2,0
"62773",7745478,1,2,0
"62774",7745479,1,2,1
"62775",7745480,1,2,0
"62776",7745481,1,2,0
"62777",7745482,1,3,1
"62778",7745483,1,2,0
"62779",7745484,1,2,0
"62780",7745485,1,3,1
"62781",7745486,1,3,1
"62782",7745487,1,2,0
"62783",7745488,1,2,0
"62784",7745489,1,2,0
"62785",7745490,1,3,0
"62786",7745491,1,3,0
"62787",7745492,1,3,1
"62788",7745493,1,2,1
"62789",7745494,1,3,0
"62790",7745495,1,2,0
"62791",7745496,1,2,1
"62792",7745497,1,2,0
"62793",7745498,1,3,0
"62794",7745499,1,3,0
"62795",7745500,1,2,0
"62796",7745501,1,2,1
"62797",7745502,1,2,0
"62798",7745503,1,3,0
"62799",7745504,1,2,1
"62800",7745505,1,3,1
"62801",7745506,1,3,1
"62802",7745507,1,3,0
"62803",7745508,1,2,1
"62804",7745509,1,2,0
"62805",7745510,1,2,0
"62806",7745511,1,2,0
"62807",7745512,1,2,1
"62808",7745513,1,2,1
"62809",7745514,1,3,1
"62810",7745515,1,3,1
"62811",7745516,1,3,0
"62812",7745517,1,3,0
"62813",7745518,1,3,1
"62814",7745519,1,2,1
"62815",7745520,1,3,0
"62816",7745521,1,2,0
"62817",7745522,1,4,0
"62818",7745523,1,3,1
"62819",7745524,1,2,1
"62820",7745525,1,3,1
"62821",7745526,1,4,1
"62822",7745527,1,3,0
"62823",7745528,1,2,1
"62824",7745529,1,3,1
"62825",7745530,1,2,0
"62826",7745531,1,3,0
"62827",7745532,1,2,0
"62828",7745533,1,3,0
"62829",7745534,1,2,0
"62830",7745535,1,2,1
"62831",7745536,1,3,1
"62832",7745537,1,1,0
"62833",7745538,1,4,0
"62834",7745539,1,3,1
"62835",7745540,1,3,0
"62836",7745541,1,3,1
"62837",7745551,1,3,2
"62838",7745552,1,3,1
"62839",7745553,1,3,0
"62840",7745554,1,3,0
"62841",7745555,1,3,0
"62842",7745556,1,3,1
"62843",7745557,1,2,1
"62844",7745558,1,2,1
"62845",7745559,1,2,0
"62846",7745560,1,2,1
"62847",7745561,1,2,0
"62848",7745562,1,2,1
"62849",7745563,1,3,0
"62850",7745564,1,3,0
"62851",7745565,1,3,0
"62852",7745566,1,2,0
"62853",7745567,1,2,1
"62854",7745568,1,2,0
"62855",7745569,1,2,0
"62856",7745570,1,3,0
"62857",7745571,1,3,0
"62858",7745572,1,2,1
"62859",7745573,1,2,1
"62860",7745574,1,2,0
"62861",7745575,1,3,1
"62862",7745576,1,2,1
"62863",7745577,1,2,1
"62864",7745578,1,3,1
"62865",7745579,1,2,0
"62866",7745580,1,3,0
"62867",7745581,1,1,1
"62868",7745582,1,2,0
"62869",7745583,1,3,0
"62870",7745584,1,2,1
"62871",7745585,1,2,2
"62872",7745586,1,3,0
"62873",7745587,1,2,1
"62874",7745588,1,3,1
"62875",7745589,1,2,2
"62876",7745590,1,2,1
"62877",7745591,1,2,1
"62878",7745592,1,3,1
"62879",7745593,1,2,0
"62880",7745595,1,2,1
"62881",7745596,1,2,1
"62882",7745597,1,2,1
"62883",7745598,1,2,1
"62884",7745599,1,2,1
"62885",7745600,1,2,1
"62886",7745601,1,3,1
"62887",7745602,1,2,1
"62888",7745603,1,2,1
"62889",7745604,1,3,0
"62890",7745605,1,2,0
"62891",7745606,1,3,0
"62892",7745607,1,2,1
"62893",7745608,1,2,0
"62894",7745609,1,2,0
"62895",7745610,1,2,0
"62896",7745611,1,3,0
"62897",7745612,1,2,0
"62898",7745613,1,2,0
"62899",7745614,1,2,0
"62900",7745615,1,2,1
"62901",7745616,1,2,1
"62902",7745617,1,2,0
"62903",7745618,1,2,1
"62904",7745619,1,2,1
"62905",7745620,1,2,1
"62906",7745621,1,2,0
"62907",7745622,1,2,0
"62908",7745623,1,2,2
"62909",7745624,1,3,1
"62910",7745625,1,3,0
"62911",7745626,1,2,1
"62912",7745627,1,2,0
"62913",7745628,1,2,0
"62914",7745629,1,2,1
"62915",7745630,1,3,1
"62916",7745631,1,2,0
"62917",7745632,1,2,1
"62918",7745633,1,3,0
"62919",7745634,1,2,1
"62920",7745635,1,2,1
"62921",7745636,1,2,1
"62922",7745637,1,2,0
"62923",7745638,1,3,0
"62924",7745639,1,2,1
"62925",7745640,1,3,1
"62926",7745641,1,2,1
"62927",7745644,1,3,1
"62928",7745645,1,2,1
"62929",7745648,1,2,1
"62930",7745651,1,2,1
"62931",7745652,1,2,1
"62932",7745653,1,2,1
"62933",7745656,1,2,1
"62934",7745657,1,2,1
"62935",7745658,1,3,0
"62936",7745659,1,3,1
"62937",7745660,1,2,0
"62938",7745662,1,2,1
"62939",7745664,1,2,1
"62940",7745665,1,2,1
"62941",7745666,1,1,0
"62942",7745667,1,3,1
"62943",7745668,1,2,1
"62944",7745669,1,2,0
"62945",7745670,1,3,0
"62946",7745671,1,2,1
"62947",7745672,1,2,0
"62948",7745673,1,3,1
"62949",7745674,1,2,1
"62950",7745675,1,2,1
"62951",7745676,1,2,0
"62952",7745677,1,3,0
"62953",7745678,1,2,1
"62954",7745679,1,2,0
"62955",7745680,1,2,0
"62956",7745681,1,2,1
"62957",7745682,1,2,0
"62958",7745683,1,2,0
"62959",7745684,1,2,1
"62960",7745685,1,2,0
"62961",7745686,1,2,1
"62962",7745687,1,2,1
"62963",7745688,1,2,0
"62964",7745689,1,2,1
"62965",7745690,1,2,0
"62966",7745691,1,2,1
"62967",7745692,1,2,1
"62968",7745693,1,2,0
"62969",7745694,1,2,0
"62970",7745695,1,2,1
"62971",7745696,1,2,0
"62972",7745697,1,2,0
"62973",7745698,1,2,1
"62974",7745699,1,2,0
"62975",7745700,1,2,1
"62976",7745701,1,2,0
"62977",7745702,1,2,0
"62978",7745703,1,2,0
"62979",7745704,1,3,0
"62980",7745705,1,3,0
"62981",7745706,1,2,0
"62982",7745707,1,2,1
"62983",7745708,1,2,0
"62984",7745709,1,2,1
"62985",7745710,1,2,0
"62986",7745711,1,2,0
"62987",7745712,1,2,0
"62988",7745713,1,2,1
"62989",7745714,1,2,1
"62990",7745715,1,2,2
"62991",7745715,2,2,0
"62992",7745716,1,3,0
"62993",7745717,1,2,1
"62994",7745718,1,2,1
"62995",7745719,1,3,0
"62996",7745720,1,2,1
"62997",7745721,1,2,0
"62998",7745722,1,2,1
"62999",7745723,1,1,1
"63000",7745724,1,3,0
"63001",7745725,1,2,1
"63002",7745726,1,4,0
"63003",7745727,1,2,0
"63004",7745728,1,2,1
"63005",7745729,1,2,0
"63006",7745730,1,3,0
"63007",7745731,1,2,1
"63008",7745732,1,2,0
"63009",7745733,1,2,1
"63010",7745734,1,2,0
"63011",7745735,1,2,1
"63012",7745736,1,2,0
"63013",7745737,1,2,2
"63014",7745738,1,3,0
"63015",7745739,1,2,0
"63016",7745740,1,4,1
"63017",7745741,1,2,2
"63018",7745742,1,2,1
"63019",7745743,1,2,1
"63020",7745744,1,2,0
"63021",7745745,1,2,2
"63022",7745746,1,2,1
"63023",7745747,1,2,0
"63024",7745748,1,2,1
"63025",7745749,1,3,0
"63026",7745750,1,1,0
"63027",7745751,1,2,1
"63028",7745752,1,2,3
"63029",7745753,1,2,1
"63030",7745754,1,2,1
"63031",7745755,1,2,1
"63032",7745756,1,2,1
"63033",7745757,1,2,1
"63034",7745758,1,3,0
"63035",7745759,1,2,1
"63036",7745760,1,3,0
"63037",7745761,1,2,1
"63038",7745762,1,2,0
"63039",7745763,1,2,0
"63040",7745764,1,2,0
"63041",7745765,1,1,0
"63042",7745766,1,2,1
"63043",7745767,1,1,1
"63044",7745768,1,2,0
"63045",7745769,1,2,0
"63046",7745770,1,2,1
"63047",7745771,1,1,0
"63048",7745772,1,2,1
"63049",7745772,2,2,0
"63050",7745773,1,2,1
"63051",7745774,1,2,0
"63052",7745775,1,2,1
"63053",7745776,1,2,1
