"","DIRECTORIO","SECUENCIA_P","CLASE","CANT_HOGARES_VIVIENDA","P2102","P1070","P4005","P4015","P4567","P8520S1A1","P8520S5","P8520S3","P8520S4"
"55207",7735614,1,2,1,1,1,1,6,4,1,1,2,2
"55208",7735615,1,2,1,4,1,1,6,4,2,1,2,1
"55209",7735616,1,2,1,3,1,1,6,2,2,2,2,1
"55210",7735617,1,2,1,1,1,1,4,4,2,1,2,1
"55211",7735618,1,2,1,1,1,1,4,4,2,1,2,1
"55212",7735619,1,2,1,1,1,1,6,4,2,1,2,1
"55213",7735620,1,2,1,1,1,1,4,4,2,1,2,1
"55214",7735621,1,2,1,1,1,1,6,3,2,1,2,1
"55215",7735622,1,2,1,1,1,1,6,4,2,1,2,1
"55216",7735623,1,2,1,1,1,1,6,4,2,1,2,1
"55217",7735624,1,2,1,1,1,7,7,4,1,1,1,1
"55218",7735625,1,2,1,1,1,8,7,4,1,1,1,1
"55219",7735626,1,2,1,1,1,1,6,4,1,1,1,1
"55220",7735627,1,2,1,1,1,1,7,4,1,1,1,1
"55221",7735628,1,2,1,1,1,1,6,4,1,1,1,1
"55222",7735629,1,2,1,1,1,1,7,4,1,1,1,1
"55223",7735630,1,2,1,1,1,7,6,4,1,1,1,1
"55224",7735631,1,2,1,1,1,1,7,4,1,1,1,1
"55225",7735632,1,2,1,1,1,1,7,4,1,1,1,1
"55226",7735633,1,2,1,1,1,1,7,4,1,1,1,1
"55227",7735634,1,2,1,1,1,1,6,4,1,1,1,1
"55228",7735635,1,2,1,3,1,1,6,4,1,2,2,1
"55229",7735636,1,2,1,1,1,1,6,4,2,2,2,2
"55230",7735637,1,1,1,2,1,1,6,3,2,1,1,1
"55231",7735638,1,1,1,4,3,1,4,5,2,1,1,1
"55232",7735639,1,1,1,2,1,1,6,3,2,1,1,1
"55233",7735640,1,1,1,1,1,1,6,4,2,1,1,1
"55234",7735641,1,1,1,2,2,1,4,1,2,1,1,1
"55235",7735642,1,2,1,2,2,1,4,3,2,1,1,1
"55236",7735644,1,1,1,1,1,1,4,1,1,1,1,1
"55237",7735645,1,1,1,2,2,1,4,3,2,1,1,1
"55238",7735646,1,1,1,2,2,1,4,3,2,1,1,1
"55239",7735647,1,1,1,2,2,1,4,3,2,1,1,1
"55240",7735648,1,1,1,2,3,1,4,3,2,1,1,1
"55241",7735649,1,1,1,2,3,1,4,3,2,1,1,1
"55242",7735650,1,2,1,4,2,1,4,3,2,1,1,1
"55243",7735652,1,2,1,1,1,1,6,4,2,1,2,2
"55244",7735653,1,2,1,3,1,1,6,4,2,1,2,1
"55245",7735654,1,2,1,1,1,1,6,3,0,1,2,1
"55246",7735655,1,2,1,4,1,1,4,3,2,1,1,1
"55247",7735658,1,1,1,4,2,1,4,3,4,1,1,1
"55248",7735659,1,1,1,2,2,1,4,3,4,1,1,1
"55249",7735660,1,1,1,2,2,1,4,3,4,1,1,1
"55250",7735661,1,1,1,2,2,1,4,3,4,1,1,1
"55251",7735662,1,1,1,2,2,1,4,3,4,1,1,1
"55252",7735663,1,1,1,2,2,1,4,1,3,1,1,1
"55253",7735665,1,2,1,3,1,1,6,4,2,1,1,1
"55254",7735666,1,2,1,3,1,1,5,4,2,1,1,1
"55255",7735667,1,2,1,3,1,1,5,4,2,1,1,1
"55256",7735668,1,2,1,3,1,1,4,3,2,1,1,1
"55257",7735669,1,2,1,3,1,1,4,4,2,1,1,1
"55258",7735670,1,1,1,2,2,1,4,3,4,1,1,1
"55259",7735671,1,1,1,2,2,1,4,3,4,1,1,1
"55260",7735672,1,1,1,2,2,1,4,3,4,1,1,1
"55261",7735673,1,1,1,2,2,1,4,3,4,1,1,1
"55262",7735674,1,1,1,2,2,1,4,3,4,1,1,1
"55263",7735675,1,2,1,3,2,1,6,1,2,1,1,1
"55264",7735676,1,2,1,3,2,1,4,4,2,1,1,1
"55265",7735677,1,2,1,3,1,1,4,4,2,1,1,1
"55266",7735678,1,2,1,3,3,1,4,4,2,1,1,1
"55267",7735679,1,2,1,3,1,1,4,4,2,1,1,1
"55268",7735680,1,2,1,2,1,1,5,2,1,1,2,1
"55269",7735682,1,2,1,2,1,1,4,1,1,1,2,1
"55270",7735683,1,2,1,1,2,1,4,4,2,1,1,1
"55271",7735684,1,2,1,2,1,1,4,1,1,1,2,1
"55272",7735685,1,2,1,3,2,1,4,4,2,1,1,1
"55273",7735686,1,2,1,1,2,1,4,4,2,1,1,1
"55274",7735687,1,2,1,1,2,1,4,4,2,1,1,1
"55275",7735688,1,2,1,1,2,1,4,3,2,1,1,1
"55276",7735689,1,2,1,2,1,1,4,1,1,1,2,1
"55277",7735690,1,2,1,1,1,5,4,4,1,1,1,1
"55278",7735691,1,2,1,2,1,1,4,1,1,1,2,2
"55279",7735692,1,2,1,1,1,1,4,3,1,1,1,1
"55280",7735693,1,2,1,1,1,1,6,4,1,1,1,1
"55281",7735694,1,2,1,1,1,1,4,4,1,1,1,1
"55282",7735695,1,2,1,1,1,1,4,4,2,1,2,1
"55283",7735696,1,2,1,1,1,1,4,1,2,1,1,1
"55284",7735697,1,2,1,1,1,1,4,3,1,1,1,1
"55285",7735698,1,2,1,1,1,1,4,4,2,1,1,1
"55286",7735702,1,2,1,1,1,1,6,2,2,1,2,1
"55287",7735703,1,2,1,1,1,1,4,2,1,1,2,1
"55288",7735704,1,2,1,1,1,1,5,2,1,1,2,1
"55289",7735705,1,2,1,1,1,1,4,1,1,1,2,2
"55290",7735706,1,2,1,1,1,1,6,2,1,1,2,1
"55291",7735708,1,2,1,1,1,8,7,5,0,1,2,1
"55292",7735709,1,2,1,1,1,1,6,2,1,1,2,1
"55293",7735710,1,2,1,1,1,8,7,4,1,1,2,1
"55294",7735711,1,2,1,1,2,8,5,4,0,1,2,1
"55295",7735712,1,2,1,2,1,5,6,4,0,1,1,1
"55296",7735713,1,2,1,3,1,1,6,4,2,1,2,2
"55297",7735714,1,2,1,1,1,1,4,4,0,1,1,1
"55298",7735715,1,2,1,3,1,1,4,4,2,1,2,2
"55299",7735716,1,2,1,3,1,1,4,4,2,1,2,2
"55300",7735717,1,2,1,3,1,1,4,4,2,1,2,2
"55301",7735718,1,2,1,1,1,1,6,2,1,1,2,1
"55302",7735719,1,2,1,1,1,1,4,1,1,1,2,1
"55303",7735720,1,2,1,3,1,1,4,3,2,1,2,2
"55304",7735721,1,2,1,1,1,1,6,2,1,1,2,1
"55305",7735722,1,2,1,1,3,1,6,2,1,1,2,1
"55306",7735723,1,2,1,3,1,1,6,4,2,1,2,2
"55307",7735724,1,2,1,1,1,5,6,2,1,1,1,1
"55308",7735725,1,2,1,3,1,1,4,3,2,1,2,2
"55309",7735728,1,2,1,1,1,1,4,1,1,1,2,1
"55310",7735729,1,2,1,3,1,1,6,4,2,1,2,2
"55311",7735731,1,2,1,1,1,1,4,3,2,1,2,2
"55312",7735732,1,1,1,2,1,1,4,1,2,1,1,1
"55313",7735733,1,1,1,2,1,1,4,1,2,1,1,1
"55314",7735734,1,2,1,3,1,6,6,4,2,2,2,2
"55315",7735735,1,1,1,2,2,1,4,1,3,1,1,1
"55316",7735736,1,2,1,3,1,1,6,4,1,1,2,2
"55317",7735737,1,2,1,3,1,6,6,4,1,1,2,2
"55318",7735738,1,2,1,3,1,7,7,4,1,2,2,2
"55319",7735739,1,2,1,3,1,1,4,3,9,2,2,1
"55320",7735740,1,2,1,3,1,7,6,4,1,1,2,1
"55321",7735741,1,2,1,3,1,1,4,5,2,1,2,2
"55322",7735742,1,2,1,3,1,1,4,4,2,1,2,2
"55323",7735743,1,2,1,3,1,1,4,4,2,1,2,2
"55324",7735744,1,2,1,3,1,1,4,4,2,1,2,2
"55325",7735745,1,2,1,3,1,1,4,3,2,1,2,2
"55326",7735746,1,2,1,3,1,1,4,3,2,1,2,2
"55327",7735747,1,2,1,3,1,7,4,4,2,1,2,2
"55328",7735748,1,2,1,3,1,1,6,4,2,2,2,2
"55329",7735749,1,2,1,3,1,1,4,3,2,1,2,2
"55330",7735750,1,2,1,3,1,1,4,4,2,1,2,2
"55331",7735751,1,2,1,1,1,1,4,4,2,1,2,2
"55332",7735752,1,2,1,3,1,1,4,3,2,1,2,2
"55333",7735753,1,2,1,3,1,1,4,3,2,1,2,2
"55334",7735754,1,2,1,3,1,3,6,4,2,1,2,2
"55335",7735755,1,2,1,3,1,1,4,3,2,1,2,2
"55336",7735756,1,2,1,3,1,1,6,4,2,1,2,1
"55337",7735757,1,2,1,1,1,5,6,5,2,1,2,1
"55338",7735758,1,2,1,4,1,3,6,4,2,1,1,1
"55339",7735759,1,2,1,3,1,1,4,3,2,1,2,2
"55340",7735760,1,2,1,1,1,1,4,5,2,1,2,1
"55341",7735761,1,2,1,1,1,1,4,1,2,1,2,1
"55342",7735762,1,2,1,1,1,3,6,2,NA,2,2,2
"55343",7735763,1,2,1,4,1,1,6,3,2,1,1,1
"55344",7735764,1,2,1,1,1,1,4,2,2,1,2,1
"55345",7735765,1,2,1,3,1,1,6,4,2,1,2,2
"55346",7735766,1,2,1,4,1,1,4,4,0,1,1,1
"55347",7735767,1,2,1,3,1,5,5,4,2,1,2,2
"55348",7735768,1,2,1,2,1,1,4,4,2,1,1,1
"55349",7735769,1,2,1,2,1,1,4,4,2,1,1,1
"55350",7735770,1,2,1,1,1,1,4,1,0,1,2,1
"55351",7735771,1,2,1,4,1,1,4,3,1,1,1,1
"55352",7735772,1,2,1,1,1,1,6,2,2,1,2,1
"55353",7735773,1,2,1,1,1,1,4,2,2,1,2,1
"55354",7735774,1,2,1,1,1,1,4,1,2,1,2,1
"55355",7735775,1,2,1,1,1,1,4,2,2,1,2,1
"55356",7735776,1,2,1,3,1,6,4,3,2,1,2,2
"55357",7735777,1,2,1,4,1,1,4,3,1,1,1,1
"55358",7735778,1,2,1,2,1,1,4,4,1,1,1,1
"55359",7735779,1,2,1,2,1,1,4,4,1,1,1,1
"55360",7735780,1,2,1,2,1,1,4,4,1,1,1,1
"55361",7735781,1,2,1,2,1,1,4,4,1,1,1,1
"55362",7735782,1,2,1,1,1,1,6,5,2,1,2,1
"55363",7735783,1,2,1,3,1,1,6,4,2,1,2,2
"55364",7735784,1,2,1,1,1,1,4,1,2,1,2,1
"55365",7735785,1,2,1,1,1,1,4,1,2,1,2,1
"55366",7735786,1,2,1,1,1,1,4,5,2,1,2,1
"55367",7735787,1,2,1,1,1,1,4,1,2,1,2,1
"55368",7735788,1,2,1,3,1,1,4,3,2,1,2,2
"55369",7735789,1,2,1,4,1,1,4,3,2,1,1,1
"55370",7735790,1,2,1,1,1,1,6,2,2,1,2,1
"55371",7735791,1,2,1,3,1,6,4,3,2,1,2,2
"55372",7735792,1,2,1,2,1,6,4,4,2,1,1,1
"55373",7735793,1,2,1,1,1,1,4,1,2,1,2,1
"55374",7735794,1,2,1,2,1,1,5,5,1,1,2,1
"55375",7735795,1,2,1,2,1,1,4,1,2,1,2,1
"55376",7735796,1,2,1,2,1,1,4,4,2,1,1,1
"55377",7735797,1,2,1,2,1,1,4,4,2,1,1,1
"55378",7735798,1,2,1,2,1,1,4,4,2,1,1,1
"55379",7735799,1,2,1,3,1,1,4,4,2,1,2,2
"55380",7735800,1,2,1,1,1,1,6,4,1,2,2,2
"55381",7735801,1,2,1,1,1,6,6,4,1,2,2,2
"55382",7735802,1,2,1,3,1,2,6,4,2,1,2,2
"55383",7735803,1,2,1,1,1,4,7,4,1,2,2,2
"55384",7735804,1,2,1,1,1,1,4,4,1,2,2,2
"55385",7735805,1,2,1,3,1,1,4,3,2,1,2,2
"55386",7735806,1,2,1,4,1,1,4,4,0,1,1,1
"55387",7735807,1,2,1,1,1,1,6,4,1,2,2,2
"55388",7735808,1,2,1,1,1,1,4,1,2,1,2,1
"55389",7735809,1,2,1,2,2,1,4,3,2,1,1,1
"55390",7735810,1,2,1,1,1,1,6,4,1,2,2,2
"55391",7735811,1,2,1,1,1,1,6,4,1,2,2,2
"55392",7735812,1,2,1,1,1,2,6,4,1,2,2,2
"55393",7735813,1,2,1,1,1,1,4,2,2,1,2,2
"55394",7735814,1,2,1,4,1,1,4,4,2,1,1,1
"55395",7735815,1,2,1,1,1,2,6,4,1,2,2,2
"55396",7735816,1,2,1,4,1,1,4,3,1,1,1,1
"55397",7735817,1,2,1,1,1,2,6,4,1,2,2,2
"55398",7735818,1,2,1,4,1,1,4,3,1,1,1,1
"55399",7735819,1,2,1,1,1,1,6,2,2,1,2,2
"55400",7735820,1,2,1,1,1,1,6,1,2,1,2,2
"55401",7735821,1,2,1,3,1,1,4,4,2,1,1,1
"55402",7735822,1,2,1,1,1,1,4,1,2,1,2,2
"55403",7735823,1,2,1,3,1,1,4,3,1,1,1,1
"55404",7735824,1,2,1,1,1,1,4,1,2,1,2,2
"55405",7735825,1,2,1,3,1,1,4,4,1,1,1,1
"55406",7735826,1,2,1,3,1,1,4,3,1,1,1,1
"55407",7735827,1,2,1,2,2,1,4,1,2,1,1,1
"55408",7735828,1,2,1,4,1,1,4,4,2,1,1,1
"55409",7735829,1,2,1,4,2,1,4,4,2,1,1,1
"55410",7735830,1,2,1,4,2,1,4,4,2,1,1,1
"55411",7735831,1,2,1,4,2,1,4,4,2,1,1,1
"55412",7735833,1,1,1,2,1,1,4,4,2,1,1,1
"55413",7735837,1,2,1,3,1,1,4,4,2,1,2,2
"55414",7735838,1,2,1,3,1,1,4,4,1,1,2,2
"55415",7735839,1,2,1,3,1,1,4,4,2,1,2,2
"55416",7735840,1,2,1,3,1,2,6,4,2,1,2,2
"55417",7735841,1,2,1,1,1,1,6,4,2,2,2,2
"55418",7735842,1,2,1,3,1,1,6,4,1,1,2,2
"55419",7735843,1,2,1,3,1,1,4,3,2,1,2,2
"55420",7735844,1,2,1,3,1,1,6,4,2,1,2,2
"55421",7735845,1,2,1,1,1,1,7,4,1,2,2,2
"55422",7735846,1,2,1,3,1,6,4,3,2,1,2,2
"55423",7735847,1,2,1,3,1,1,4,1,2,1,2,2
"55424",7735848,1,2,1,3,1,1,4,3,2,1,2,2
"55425",7735849,1,2,1,1,1,1,6,3,1,2,2,2
"55426",7735850,1,2,1,1,1,1,6,3,1,2,2,2
"55427",7735851,1,2,1,1,1,1,6,4,1,2,2,2
"55428",7735852,1,2,1,1,1,1,4,1,1,2,2,2
"55429",7735853,1,2,1,1,1,1,4,3,1,2,2,2
"55430",7735854,1,2,1,1,1,1,6,4,2,2,2,2
"55431",7735855,1,2,1,1,1,1,4,4,2,2,2,2
"55432",7735856,1,2,1,1,1,3,6,4,1,2,2,2
"55433",7735857,1,2,1,1,1,2,7,4,NA,2,2,2
"55434",7735858,1,2,1,1,1,1,6,3,2,1,2,2
"55435",7735859,1,2,1,1,1,1,6,3,2,1,2,2
"55436",7735860,1,2,1,1,1,7,6,4,NA,2,2,2
"55437",7735861,1,2,1,1,1,1,6,4,2,2,2,2
"55438",7735862,1,2,1,1,1,1,6,4,2,2,2,2
"55439",7735863,1,2,1,1,1,1,6,4,2,2,2,2
"55440",7735864,1,2,1,1,1,1,6,4,2,2,2,2
"55441",7735865,1,2,1,1,1,1,4,4,2,2,2,2
"55442",7735866,1,2,1,1,1,1,6,4,2,2,2,2
"55443",7735867,1,2,1,1,1,4,7,4,2,2,2,2
"55444",7735868,1,2,1,1,1,1,6,4,2,2,2,2
"55445",7735869,1,2,1,1,1,1,4,4,2,2,2,2
"55446",7735870,1,2,1,1,1,2,7,4,1,2,2,2
"55447",7735871,1,2,1,1,1,1,6,4,2,2,2,2
"55448",7735872,1,2,1,1,1,1,6,4,2,2,2,2
"55449",7735873,1,2,1,1,1,1,4,4,2,2,2,2
"55450",7735874,1,2,1,1,1,1,6,4,2,2,2,2
"55451",7735875,1,2,1,1,1,1,6,4,1,2,2,2
"55452",7735876,1,2,1,1,1,1,6,4,2,1,2,2
"55453",7735877,1,2,1,1,1,1,6,3,1,2,2,2
"55454",7735878,1,2,1,1,1,1,6,4,2,2,2,2
"55455",7735879,1,2,1,1,1,1,6,3,1,2,2,2
"55456",7735880,1,2,1,1,1,1,4,1,2,1,2,2
"55457",7735881,1,2,1,1,1,1,6,4,2,2,2,2
"55458",7735882,1,2,1,1,1,1,6,4,2,2,2,2
"55459",7735883,1,2,1,1,1,2,6,4,NA,2,2,2
"55460",7735884,1,2,1,1,1,1,6,2,1,2,2,2
"55461",7735885,1,2,1,1,1,1,6,1,2,1,2,2
"55462",7735886,1,2,1,1,1,1,6,3,1,2,2,2
"55463",7735887,1,2,1,1,1,1,6,3,1,2,2,2
"55464",7735888,1,2,1,1,1,1,5,3,NA,2,2,2
"55465",7735889,1,2,1,4,1,1,4,3,1,1,1,1
"55466",7735890,1,1,1,2,2,1,4,1,3,1,1,1
"55467",7735891,1,1,1,4,2,1,4,3,4,1,1,1
"55468",7735892,1,2,1,1,1,1,6,4,2,2,2,2
"55469",7735893,1,1,1,2,2,1,4,1,3,1,1,1
"55470",7735894,1,1,1,2,2,1,4,1,3,1,1,1
"55471",7735895,1,2,1,1,1,1,6,4,NA,2,2,2
"55472",7735896,1,1,1,2,2,1,4,1,3,1,1,1
"55473",7735897,1,1,1,4,2,1,4,3,4,1,1,1
"55474",7735898,1,1,1,4,2,1,4,3,4,1,1,1
"55475",7735899,1,1,1,4,2,1,4,3,4,1,1,1
"55476",7735900,1,1,1,4,2,1,4,3,4,1,1,1
"55477",7735904,1,1,1,2,1,1,4,3,2,1,1,1
"55478",7735905,1,2,1,1,1,1,4,1,2,1,2,1
"55479",7735906,1,2,1,1,1,1,6,4,NA,2,2,2
"55480",7735907,1,2,1,1,1,1,4,4,1,2,2,2
"55481",7735908,1,2,1,1,1,1,6,4,1,2,2,2
"55482",7735909,1,2,1,1,1,1,6,4,2,2,2,2
"55483",7735910,1,2,1,1,1,1,6,4,2,2,2,2
"55484",7735911,1,2,1,1,1,1,6,4,2,2,2,2
"55485",7735912,1,2,1,1,1,1,4,4,NA,2,2,2
"55486",7735913,1,2,1,1,1,1,4,4,2,2,2,2
"55487",7735914,1,1,1,4,2,1,6,4,2,1,1,1
"55488",7735915,1,1,1,4,3,1,4,1,2,1,1,1
"55489",7735916,1,1,1,4,2,1,4,3,2,1,1,1
"55490",7735917,1,1,1,4,3,1,6,4,2,1,1,1
"55491",7735918,1,1,1,1,2,1,2,3,4,1,1,1
"55492",7735919,1,1,1,4,2,1,6,4,2,1,1,1
"55493",7735920,1,1,1,2,1,1,4,4,4,1,1,1
"55494",7735921,1,1,1,2,1,1,4,3,4,1,1,1
"55495",7735922,1,1,1,2,1,1,4,1,2,1,1,1
"55496",7735923,1,1,1,2,1,1,4,1,2,1,1,1
"55497",7735924,1,1,1,2,1,1,4,1,3,1,1,1
"55498",7735925,1,1,1,4,2,1,4,4,2,1,1,1
"55499",7735926,1,1,1,2,2,1,4,1,3,1,1,1
"55500",7735927,1,1,1,4,1,1,4,4,2,1,1,1
"55501",7735928,1,1,1,2,1,1,4,1,3,1,1,1
"55502",7735929,1,1,1,2,1,1,6,1,3,1,1,1
"55503",7735930,1,1,1,2,1,1,4,3,4,1,1,1
"55504",7735931,1,1,1,2,1,1,4,3,4,1,1,1
"55505",7735932,1,1,1,4,1,1,4,3,3,1,1,1
"55506",7735933,1,1,1,2,1,1,4,3,2,1,1,1
"55507",7735934,1,1,1,4,1,1,4,4,2,1,1,1
"55508",7735935,1,1,1,2,2,1,4,1,3,1,1,1
"55509",7735936,1,1,1,2,1,1,4,1,3,1,1,1
"55510",7735937,1,1,1,4,1,1,4,3,2,1,1,1
"55511",7735938,1,1,1,2,3,1,6,4,2,1,1,1
"55512",7735939,1,1,1,4,3,1,4,3,2,1,1,1
"55513",7735940,1,1,1,3,1,1,6,4,2,1,1,1
"55514",7735941,1,1,1,4,2,1,4,4,2,1,1,1
"55515",7735942,1,1,1,4,2,1,4,1,2,1,1,1
"55516",7735943,1,1,1,4,2,1,6,4,2,1,1,1
"55517",7735944,1,1,1,3,3,1,6,4,2,1,1,1
"55518",7735945,1,1,1,4,2,1,4,3,2,1,1,1
"55519",7735946,1,1,1,4,2,1,4,1,2,1,1,1
"55520",7735947,1,1,1,3,2,1,4,4,2,1,1,1
"55521",7735948,1,1,1,4,2,1,4,1,2,1,1,1
"55522",7735949,1,1,1,3,2,1,5,3,2,1,1,1
"55523",7735950,1,1,1,4,1,1,4,4,2,1,1,1
"55524",7735951,1,1,1,3,2,1,5,4,2,1,1,1
"55525",7735952,1,1,1,4,2,1,4,1,2,1,1,1
"55526",7735953,1,1,1,2,1,1,4,1,2,1,1,1
"55527",7735954,1,1,1,2,1,1,4,1,2,1,1,1
"55528",7735955,1,1,1,2,1,1,4,1,2,1,1,1
"55529",7735956,1,1,1,3,2,1,4,1,2,1,1,1
"55530",7735957,1,1,1,2,1,1,4,1,2,1,1,1
"55531",7735958,1,1,1,4,1,1,4,3,2,1,1,1
"55532",7735959,1,1,1,2,1,1,4,1,2,1,1,1
"55533",7735960,1,1,1,3,2,1,4,1,3,1,1,1
"55534",7735961,1,1,1,2,1,1,4,4,2,1,1,1
"55535",7735962,1,1,1,2,1,1,4,4,2,1,1,1
"55536",7735963,1,1,1,4,2,1,4,3,2,1,1,1
"55537",7735964,1,1,1,2,2,1,4,1,3,1,1,1
"55538",7735965,1,1,1,2,1,1,4,3,1,1,1,1
"55539",7735966,1,1,1,2,2,1,4,1,3,1,1,1
"55540",7735967,1,1,1,4,2,1,4,1,2,1,1,1
"55541",7735968,1,1,1,2,1,1,4,4,2,1,1,1
"55542",7735969,1,1,1,3,2,1,4,1,3,1,1,1
"55543",7735970,1,1,1,3,2,1,4,1,3,1,1,1
"55544",7735971,1,1,1,3,2,1,4,1,3,1,1,1
"55545",7735972,1,1,1,4,2,1,4,1,2,1,1,1
"55546",7735973,1,1,1,3,2,1,4,1,3,1,1,1
"55547",7735974,1,1,1,3,1,1,4,1,3,1,1,1
"55548",7735975,1,1,1,3,2,1,4,3,3,1,1,1
"55549",7735976,1,1,1,3,1,6,6,3,1,1,1,1
"55550",7735977,1,1,1,3,2,1,6,4,1,1,1,1
"55551",7735978,1,1,1,3,1,6,6,3,1,1,1,1
"55552",7735979,1,1,1,3,1,6,6,3,1,1,1,1
"55553",7735980,1,1,1,3,2,1,6,4,1,1,1,1
"55554",7735981,1,1,1,3,1,6,6,3,1,1,1,1
"55555",7735982,1,1,1,4,1,1,6,3,1,1,1,1
"55556",7735983,1,1,1,3,1,6,6,3,1,1,1,1
"55557",7735984,1,1,1,3,1,6,6,3,1,1,1,1
"55558",7735985,1,1,1,2,2,1,4,3,1,1,1,1
"55559",7735986,1,1,1,2,1,6,6,3,1,1,1,1
"55560",7735987,1,1,1,2,1,1,4,4,1,1,1,1
"55561",7735988,1,1,1,3,3,1,4,1,1,1,1,1
"55562",7735993,1,1,1,2,2,1,4,3,2,1,1,1
"55563",7735994,1,2,1,1,1,1,4,4,2,1,1,1
"55564",7735995,1,2,1,1,1,1,4,4,2,1,1,1
"55565",7735996,1,1,1,2,2,1,4,4,2,1,1,1
"55566",7735997,1,1,1,2,2,1,4,4,2,1,1,1
"55567",7735998,1,1,1,2,2,1,4,4,2,1,1,1
"55568",7735999,1,1,1,2,2,1,4,4,2,1,1,1
"55569",7736000,1,1,1,2,2,1,4,4,2,1,1,1
"55570",7736001,1,1,1,2,1,1,4,3,2,1,1,1
"55571",7736002,1,1,1,2,2,1,4,3,2,1,1,1
"55572",7736003,1,2,1,4,1,1,4,4,3,1,1,1
"55573",7736004,1,2,1,3,2,1,6,1,2,1,1,1
"55574",7736005,1,1,1,4,1,6,4,3,2,1,1,1
"55575",7736006,1,1,1,4,1,1,4,1,2,1,1,1
"55576",7736007,1,2,1,3,1,1,4,1,2,1,1,1
"55577",7736008,1,1,1,4,1,1,4,3,2,1,1,1
"55578",7736009,1,1,1,4,1,6,4,3,2,1,1,1
"55579",7736010,1,1,1,4,1,6,6,3,2,1,1,1
"55580",7736011,1,2,1,3,1,1,6,4,2,2,2,2
"55581",7736012,1,2,1,3,1,1,6,4,2,1,2,2
"55582",7736013,1,2,1,3,1,1,6,3,2,1,2,2
"55583",7736014,1,2,1,3,1,1,4,4,2,1,2,2
"55584",7736015,1,2,1,3,1,1,6,4,2,1,2,2
"55585",7736016,1,2,1,3,1,1,6,3,2,1,2,2
"55586",7736017,1,2,1,3,1,1,7,3,2,1,2,2
"55587",7736018,1,2,1,3,1,1,6,4,1,2,2,2
"55588",7736019,1,2,1,3,1,2,7,4,1,2,2,2
"55589",7736020,1,2,1,1,1,1,6,3,2,2,2,2
"55590",7736021,1,2,1,2,1,1,6,4,2,1,2,1
"55591",7736022,1,2,1,2,1,6,6,4,2,1,2,2
"55592",7736023,1,2,1,2,1,1,4,3,2,1,2,2
"55593",7736024,1,2,1,2,1,2,6,3,2,1,2,2
"55594",7736025,1,2,1,1,1,1,7,4,1,2,2,2
"55595",7736026,1,2,1,3,1,1,6,4,2,1,2,1
"55596",7736027,1,2,1,3,1,1,7,4,1,2,2,2
"55597",7736028,1,2,1,1,1,5,6,4,2,1,2,1
"55598",7736029,1,2,1,1,1,5,6,4,2,1,2,2
"55599",7736030,1,2,1,3,1,1,6,3,2,1,2,2
"55600",7736031,1,2,1,3,1,1,6,4,1,1,2,2
"55601",7736032,1,2,1,3,1,1,6,4,1,2,2,2
"55602",7736033,1,2,1,3,1,2,6,4,1,2,2,2
"55603",7736034,1,2,1,3,1,1,6,3,1,1,2,2
"55604",7736035,1,2,1,3,3,1,4,1,2,1,1,1
"55605",7736036,1,1,1,4,2,1,4,1,3,1,1,1
"55606",7736037,1,1,1,4,2,1,5,1,3,1,1,1
"55607",7736038,1,1,1,4,2,1,4,1,3,1,1,1
"55608",7736039,1,1,1,4,1,1,4,4,2,1,1,1
"55609",7736041,1,1,1,2,2,1,4,1,4,1,1,1
"55610",7736042,1,2,1,1,1,1,6,1,2,1,1,1
"55611",7736043,1,2,1,1,1,1,6,3,2,1,1,1
"55612",7736044,1,2,1,3,1,1,6,4,2,1,1,1
"55613",7736045,1,2,1,1,1,1,4,3,2,1,1,1
"55614",7736046,1,2,1,1,1,1,4,3,2,1,1,1
"55615",7736047,1,2,1,1,1,1,4,3,2,1,1,1
"55616",7736048,1,2,1,1,1,1,4,3,2,1,1,1
"55617",7736049,1,2,1,2,1,1,4,1,2,1,1,1
"55618",7736050,1,2,1,4,1,1,4,3,2,1,1,1
"55619",7736051,1,2,1,4,1,1,4,3,2,1,2,1
"55620",7736052,1,2,1,4,1,5,4,4,2,1,1,1
"55621",7736053,1,2,1,4,1,1,4,3,2,1,1,1
"55622",7736054,1,2,1,2,1,1,4,1,2,1,1,1
"55623",7736055,1,2,1,3,1,1,4,3,2,1,2,1
"55624",7736056,1,1,1,2,2,1,4,1,4,1,1,1
"55625",7736057,1,2,1,1,1,1,4,4,1,1,2,1
"55626",7736058,1,1,1,2,2,1,4,1,4,1,1,1
"55627",7736059,1,2,1,1,1,1,4,4,2,1,2,1
"55628",7736060,1,2,1,3,1,1,4,3,2,1,2,1
"55629",7736061,1,2,1,1,1,1,4,3,2,1,2,1
"55630",7736062,1,2,1,3,1,1,4,1,2,1,2,1
"55631",7736063,1,2,1,4,1,1,4,3,3,1,2,1
"55632",7736064,1,2,1,3,1,1,4,1,1,1,2,1
"55633",7736065,1,2,1,1,1,1,4,3,2,1,2,1
"55634",7736066,1,2,1,4,1,1,4,1,2,1,2,1
"55635",7736067,1,2,1,4,1,1,4,3,2,1,2,1
"55636",7736068,1,2,1,4,1,1,4,3,2,1,2,1
"55637",7736069,1,1,1,4,2,1,4,1,4,1,1,1
"55638",7736070,1,2,1,3,1,1,4,3,2,1,2,1
"55639",7736071,1,2,1,3,1,1,6,3,2,1,2,1
"55640",7736073,1,1,1,4,2,1,4,4,2,1,1,1
