DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S4A3;P784S4A4
7721508;1;1;1;271.73181858;1;1600000
7721513;1;1;1;258.4902791;1;99
7721520;1;1;1;251.91971225;1;228000
7721523;1;1;1;190.43410633;1;225000
7721527;1;1;1;130.99143297;1;375000
7721534;1;1;1;107.33303104;1;375000
7721563;1;1;1;282.59091877;1;225000
7721668;1;1;1;119.76117997;1;912000
7721677;1;1;1;117.81797093;1;912000
7721708;1;1;1;77.453894339;1;300000
7721727;1;1;1;71.788224295;1;225000
7721735;1;1;1;34.480802513;1;225000
7721739;1;1;1;54.813523594;1;300000
7721751;1;1;1;131.68772952;1;300000
7721756;1;1;1;65.550705497;1;380000
7721986;1;1;1;275.25289289;1;152000
7722004;1;1;1;339.46955898;1;384000
7722128;1;1;1;38.193318087;1;140000
7722130;1;1;1;30.527410602;1;600000
7722135;1;1;1;122.10964241;1;158000
7722220;1;1;1;71.715678176;1;1600000
7722239;1;1;1;75.023826254;1;450000
7722318;1;1;1;150.96062941;1;450000
7722320;1;1;1;104.12665327;1;300000
7722333;1;1;1;83.529835021;1;240000
7722343;1;1;1;135.62743084;2;600000
7722346;1;1;1;252.1161102;1;600000
7722436;1;1;1;47.10274657;1;228000
7722439;1;1;1;152.42813072;1;99
7722440;1;1;1;42.022720245;1;906000
7722455;1;1;1;81.943707718;1;456000
7722456;1;1;1;222.01214593;1;456000
7722464;1;1;1;82.483049318;1;912000
7722475;1;1;1;39.514159504;1;840000
7722479;1;1;1;63.225797513;1;900000
7722484;1;1;1;35.518449666;1;900000
7722486;1;1;1;58.302939813;1;400000
7722487;1;1;1;24.752425448;1;800000
7722499;1;1;1;124.24204288;1;225000
7722500;1;1;1;97.822798784;1;300000
7722502;1;1;1;157.32533676;1;375000
7722525;1;1;1;119.18785387;1;450000
7722528;1;1;1;157.32533676;1;450000
7722550;1;1;1;52.23905188;1;450000
7722672;1;1;1;122.31421654;1;420000
7722674;1;1;1;162.63115044;1;750000
7722677;1;1;1;391.12506031;3;750000
7722681;1;1;1;265.35750349;1;990000
7722725;1;1;1;630.75166118;1;304000
7722753;1;1;1;35.083551349;1;456000
7722854;1;1;1;327.98251972;1;456000
7722911;1;1;1;60.190176621;1;350000
7722919;1;1;1;129.07178276;1;140000
7722920;1;1;1;143.79044998;1;304000
7723106;1;1;1;121.64691718;1;280000
7723122;1;1;1;150.03790406;1;920400
7723124;1;1;1;133.75325698;1;1000000
7723125;1;1;1;141.86741673;1;76000
7723127;1;1;1;144.51479621;1;600000
7723157;1;1;1;65.509461731;1;600000
7723170;1;1;1;69.738349312;1;600000
7723224;1;1;1;293.70609491;1;76000
7723438;1;1;1;55.825961653;1;1000000
7723604;1;1;1;90.291252377;1;420000
7723607;1;1;1;75.771380917;1;470000
7723672;1;1;1;66.242895701;1;800000
7723844;1;1;1;106.56673683;1;300000
7723879;1;1;1;270.49906605;1;228000
7724155;1;1;1;184.35840714;1;300000
7724353;1;1;1;443.40919679;1;228000
7724358;1;1;1;491.21096869;1;210000
7724366;1;1;1;288.42554086;1;450000
7724418;1;1;1;233.22714182;1;380000
7724429;1;1;1;160.90589876;1;380000
7724433;1;1;1;206.61302703;1;380000
7724439;1;1;1;291.54510724;1;380000
7724441;1;1;1;201.94016117;1;380000
7724464;1;1;1;331.28835686;1;380000
7724521;1;1;1;225.479382;1;456000
7724536;1;1;1;174.07729845;1;456000
7724581;1;1;1;101.28288815;1;1200000
7724609;1;1;1;219.15894987;1;150000
7724622;1;1;1;74.026753857;1;576000
7724954;1;1;1;2.6563104476;1;160000
7724961;1;1;1;2.6563104476;1;130000
7724980;1;1;1;2.6563104476;1;400000
7725140;1;1;1;15.9804085;1;450000
7725186;1;1;1;20.647196068;1;198000
7725219;1;1;1;6.9025841654;1;760000
7725277;1;1;1;33.002664228;1;156000
7725280;1;1;1;19.494575062;1;450000
7725314;1;1;1;32.814856945;1;225000
7725338;1;1;1;31.952187463;1;200000
7725350;1;1;1;32.236012571;1;150000
7725356;1;1;1;93.652349503;1;700000
7725412;1;1;1;40.489046752;1;456000
7725423;1;1;1;64.437828707;1;228000
7725457;1;1;1;65.078658417;1;304000
7725492;1;1;1;70.850948179;1;450000
7725666;1;1;1;50.947459783;1;160000
7725680;1;1;1;76.842150008;1;75000
7725697;1;1;1;47.410716135;1;450000
7725706;1;1;1;561.59489371;1;864000
7725753;1;1;1;185.17612431;1;26000
7725758;1;1;1;45.635904819;1;456000
7725759;1;1;1;45.680118096;1;400000
7725765;1;1;1;55.188656212;1;300000
7725766;1;1;1;47.717172006;1;456000
7725767;1;1;1;70.784647719;1;450000
7725768;1;1;1;38.730957311;1;300000
7725852;1;1;1;119.39721612;1;912000
7726043;1;1;1;102.24241926;1;1760000
7726108;1;1;1;121.34443817;1;456000
7726119;1;1;1;134.27875381;1;230000
7726140;1;1;1;148.76448696;1;70000
7726232;1;1;1;173.31499518;1;684000
7726237;1;1;1;156.70018953;1;228000
7726241;1;1;1;47.517650583;1;304000
7726247;1;1;1;41.121076825;1;76000
7726357;1;1;1;1514.4822595;1;820000
7726401;1;1;1;216.38626147;1;420000
7726402;1;1;1;330.51393286;1;420000
7726435;1;1;1;95.792581085;1;152000
7726554;1;1;1;228.7570716;1;2400000
7726563;1;1;1;18.069654678;1;99
7726596;1;1;1;28.588304399;1;1440000
7726606;1;1;1;29.915846497;2;960000
7726736;1;1;1;111.25445202;1;800000
7726764;1;1;1;84.338724208;1;2600000
7726764;2;1;2;84.338724208;1;400000
7726868;1;1;1;151.28357;1;810000
7726871;1;1;1;158.06981296;1;900000
7727351;1;1;1;10.363503641;1;200000
7727464;1;1;1;101.26000184;1;304000
7727472;1;1;1;125.17952565;1;304000
7727480;1;1;1;132.53672;1;228000
7727495;1;1;1;150.76787317;1;380000
7727497;1;1;1;230.76089461;1;246000
7727570;1;1;1;61.785066405;1;228000
7727575;1;1;1;36.889143138;1;450000
7727616;1;1;1;138.53299049;1;376000
7727652;1;1;1;80.19566908;1;22800
7727656;1;1;1;75.629889309;1;300000
7727659;1;1;1;56.938431635;1;200000
7727661;1;1;1;50.181910532;1;250000
7727722;1;1;1;145.45969088;1;90000
7727744;1;1;1;70.897741244;1;420000
7727745;1;1;1;64.286425367;1;375000
7727746;1;1;1;67.95382751;1;304000
7727747;1;1;1;64.286425367;1;560000
7727750;1;1;1;33.636007349;1;560000
7727753;1;1;1;63.820231772;1;450000
7727756;1;1;1;48.902307179;1;550000
7727757;1;1;1;61.010334149;1;225000
7727764;1;1;1;68.287935662;1;225000
7727899;1;1;1;1166.5353471;1;180000
7727932;1;1;1;1900.455341;1;550000
7727977;1;1;1;8.7849260679;1;600000
7727986;1;1;1;5.5019616344;1;99
7728067;1;1;1;98.352891594;1;450000
7728092;1;1;1;66.552130454;1;912000
7728155;1;1;1;273.67097303;1;900000
7728182;1;1;1;147.67443887;1;600000
7728215;1;1;1;110.91046057;1;216000
7728258;1;1;1;89.319467253;1;912000
7728260;1;1;1;102.2700863;1;912000
7728280;1;1;1;58.884963309;1;760000
7728282;1;1;1;156.90592006;1;912000
7728283;1;1;1;232.0209423;1;912000
7728284;1;1;1;102.9013235;1;900000
7728296;1;1;1;81.756325955;1;228000
7728303;1;1;1;149.74181518;1;912000
7728356;1;1;1;328.76129404;1;400000
7728385;1;1;1;225.41841737;1;500000
7728399;1;1;1;59.120013488;1;420000
7728400;1;1;1;37.041865942;1;225000
7728557;1;1;1;243.05306262;1;912000
7728566;1;1;1;216.7569987;1;70000
7728566;2;1;2;216.7569987;2;600000
7728566;1;2;1;216.7569987;2;600000
7728623;1;1;1;159.86812844;1;920000
7728646;1;1;1;109.43946936;1;450000
7728684;1;1;1;351.33441617;2;540000
7728750;1;1;1;347.1335245;1;456000
7728984;1;1;1;161.21416572;1;1200000
7728985;1;1;1;165.11741513;1;225000
7729108;1;1;1;167.44843645;1;300000
7729110;1;1;1;190.42293135;1;238000
7729143;1;1;1;95.340328257;1;1920000
7729317;1;1;1;68.44025393;1;750000
7729356;1;1;1;138.60560524;1;30000
7729400;1;1;1;157.69391194;1;480000
7729421;1;1;1;49.360846161;2;900000
7729437;1;1;1;46.456802712;1;225000
7729456;1;1;1;56.297597623;1;900000
7729462;1;1;1;32.561025018;1;218000
7729650;1;1;1;564.99968149;1;304000
7729662;1;1;1;599.43010134;1;210000
7729751;1;1;1;203.25523684;1;250000
7729759;1;1;1;228.48775967;1;210000
7729830;1;1;1;11.935035736;1;210000
7730260;1;1;1;19.020518252;1;1050000
7730293;1;1;1;18.066060827;1;450000
7730300;1;1;1;25.516224597;1;400000
7730303;1;1;1;6.3790561492;1;420000
7730310;1;1;1;6.3790561492;1;990000
7730312;1;1;1;42.309776389;1;450000
7730494;1;1;1;1081.2091464;1;208000
7730656;1;1;1;291.53515542;1;1620000
7730661;1;1;1;202.01194104;4;620000
7730834;1;1;1;279.69026468;1;375000
7730845;1;1;1;243.51400074;1;440000
7730851;1;1;1;301.24829011;1;280000
7730950;1;1;1;370.29961372;1;600000
7730952;1;1;1;327.71668614;1;750000
7730991;1;1;1;323.1381276;1;210000
7730997;1;1;1;171.81036046;1;380000
7731004;1;1;1;95.340993179;1;760000
7731085;1;1;1;77.808007453;1;304000
7731157;1;1;1;16.870562845;1;304000
7731159;1;2;1;37.591912441;1;304000
7731160;1;1;1;15.768147541;1;912000
7731166;1;1;1;26.973054959;1;228000
7731169;1;1;1;35.140834058;1;228000
7731170;1;1;1;32.077277116;1;152000
7731175;1;1;1;30.494112783;1;228000
7731186;1;1;1;20.716185278;1;76000
7731444;1;1;1;130.78225806;1;456000
7731504;1;1;1;184.37624995;1;450000
7731505;1;1;1;172.19602115;1;760000
7731517;1;1;1;377.03034612;1;456000
7731518;1;1;1;216.9718937;1;456000
7731522;1;1;1;248.17315393;1;456000
7731540;1;1;1;43.230549139;1;150000
7731541;1;1;1;75.366329609;1;150000
7731542;1;1;1;88.51691106;1;450000
7731551;1;1;1;384.67633693;1;150000
7731555;1;1;1;426.91520511;1;150000
7732240;1;1;1;54.280880829;1;1520000
7732375;1;1;1;201.05493152;3;1800000
7732911;1;1;1;21.111857783;1;840000
7732997;1;1;1;25.920207504;1;304000
7733012;1;1;1;16.727217785;1;912000
7733067;1;1;1;249.60040499;1;240000
7733172;1;1;1;129.19001336;1;68000
7733193;1;1;1;186.66911129;2;1920000
7733224;1;1;1;187.48303577;1;1600000
7733276;1;1;1;69.276161172;1;380000
7733278;1;1;1;70.129120223;1;420000
7733288;1;1;1;52.732367336;1;375000
7733297;1;1;1;350.0902724;1;210000
7733300;1;1;1;359.39621403;1;532000
7733312;1;1;1;450.37671788;1;380000
7733313;1;1;1;259.30817849;1;210000
7733314;1;1;1;342.0269738;1;228000
7733339;1;1;1;63.493926636;1;228000
7733346;1;1;1;43.657078303;1;150000
7733349;1;1;1;66.117466637;2;608000
7733357;1;1;1;52.987580531;1;800000
7733362;1;1;1;43.525046309;1;228000
7733363;1;1;1;56.619158114;1;304000
7733366;1;1;1;59.76123604;1;375000
7733371;1;1;1;37.060757032;1;450000
7733373;1;1;1;88.688753697;1;75000
7733469;1;1;1;2678.7626931;1;60000
7733491;1;1;1;1841.3288762;1;170000
7733584;1;1;1;1053.7211618;1;400000
7733636;1;1;1;1987.9305304;1;50000
7733637;1;1;1;2049.4692956;1;195000
7733638;1;1;1;2332.0366717;1;300000
7733979;1;1;1;593.63173569;1;150000
7734005;1;1;1;196.21567715;1;456000
7734005;2;1;2;196.21567715;1;480000
7734008;1;1;1;191.07539441;1;456000
7734016;1;1;1;161.75266836;1;1920000
7734041;1;1;1;165.34084976;1;1920000
7734075;1;1;1;546.81383875;1;75000
7734077;1;1;1;423.38235456;1;150000
7734090;1;1;1;451.63357836;1;225000
7734094;1;1;1;683.36582747;1;370000
7734177;1;1;1;177.18346884;1;420000
7734329;1;1;1;1356.6671747;1;350000
7734383;1;1;1;1801.3223705;1;2000000
7734457;1;1;1;1050.2784084;2;650000
7734577;1;1;1;810.63784215;1;900000
7734592;1;1;1;1274.9375445;1;400000
7734702;1;1;1;1060.3625777;1;1200000
7734707;1;1;1;1163.4840735;1;2100000
7734789;1;1;1;9.7033584939;1;720000
7734821;1;1;1;13.695980643;1;700000
7734826;1;1;1;14.595126339;1;30000
7734855;1;1;1;9.5331455089;1;3000000
7734966;1;1;1;8.8754169934;1;1460000
7735010;1;1;1;11.522757919;1;99
7735032;1;1;1;14.112154425;1;800000
7735042;1;1;1;9.0629019843;1;200000
7735069;1;1;1;6.6309900744;1;200000
7735206;1;1;1;645.58781253;1;700000
7735284;1;1;1;467.82556631;1;5000
7735304;1;1;1;34.679707194;1;500000
7735523;1;1;1;226.01244247;4;99
7735613;1;1;1;190.8114548;1;600000
7735908;1;1;1;244.28027849;1;430000
7736101;1;1;1;318.24418851;1;200000
7736396;1;1;1;662.94700986;1;76000
7736433;1;1;1;305.36687398;1;480000
7736447;1;1;1;514.81023342;1;540000
7736469;1;1;1;83.564359443;1;99
7736473;1;1;1;155.72905855;1;70000
7736603;1;1;1;193.76563228;1;1160000
7736732;1;1;1;32.531339378;1;1760000
7736771;1;1;1;21.311887729;1;380000
7736863;1;1;1;39.069947628;1;900000
7736890;1;1;1;11.650198752;1;228000
7737035;1;1;1;12.189063682;1;304000
7737074;1;1;1;16.613139168;1;228000
7737158;1;1;1;11.442080603;1;780000
7737163;1;1;1;10.941293167;1;700000
7737263;1;1;1;164.30254812;1;450000
7737347;1;1;1;10.173117146;1;864000
7737398;1;1;1;15.110538966;1;912000
7737497;1;1;1;39.879226676;1;350000
7737779;1;1;1;36.128162635;1;8400000
7737813;1;1;1;25.540238821;1;1300000
7737823;1;1;1;51.823970232;1;304000
7737842;1;1;1;21.075102446;1;912000
7737861;1;1;1;39.853632644;1;228000
7737872;1;1;1;90.035619615;1;912000
7737898;1;1;1;24.229997816;1;760000
7738265;1;1;1;450.67693951;1;456000
7738519;1;1;1;19.821304648;1;300000
7738570;1;1;1;169.89156963;1;456000
7738575;1;1;1;15.598730164;1;456000
7738586;1;1;1;20.434966125;1;750000
7738599;1;1;1;18.41782827;1;350000
7738625;1;1;1;4.710766995;1;500000
7738651;1;1;1;14.214061787;1;228000
7738666;1;1;1;17.062393431;1;450000
7738670;1;1;1;7.4880503958;1;456000
7738683;1;1;1;13.687207028;1;438000
7738686;1;1;1;12.048937094;1;456000
7738930;1;1;1;145.1315896;1;456000
7738988;1;1;1;18.639286775;1;500000
7738990;1;1;1;18.639286775;1;500000
7738999;1;1;1;37.563170153;1;400000
7739017;1;1;1;61.759063266;1;760000
7739019;1;1;1;42.661449606;1;600000
7739045;1;1;1;50.045918625;2;500000
7739046;1;1;1;50.045918625;1;600000
7739048;1;1;1;50.045918625;1;300000
7739049;1;1;1;50.045918625;1;600000
7739052;1;1;1;55.188386235;1;300000
7739053;1;1;1;55.188386235;1;300000
7739054;1;1;1;104.6269329;2;1000000
7739056;1;1;1;112.74824586;1;900000
7739057;1;1;1;80.181287128;1;250000
7739126;1;1;1;109.92759066;1;210000
7739303;1;1;1;7.1031303705;1;2100000
7739813;1;1;1;185.22893495;1;152000
7740052;1;1;1;267.69100544;1;160000
7740689;1;1;1;35.426107908;1;240000
7740921;1;1;1;150.63475763;1;912000
7741040;1;1;1;21.741586687;1;300000
7741052;1;1;1;19.946794342;1;360000
7741396;1;1;1;223.01577747;1;912000
7741471;1;1;1;11.794500969;1;150000
7741473;1;1;1;20.679223091;1;350000
7741475;1;1;1;19.997397811;2;600000
7741476;1;1;1;11.023361035;1;200000
7741477;1;1;1;18.388936307;1;300000
7741488;1;1;1;21.701544968;2;700000
7741635;1;1;1;15.309790105;1;1500000
7741679;1;1;1;20.786054783;1;375000
7741733;1;1;1;13.128751774;1;450000
7741771;1;1;1;14.426394725;1;268000
7741955;1;1;1;9.3356113393;1;150000
7742069;1;1;1;82.314177718;1;156000
7742073;1;1;1;82.308838171;1;438000
7742088;1;1;1;85.334927217;1;150000
7742346;1;1;1;32.189346178;1;400000
7742352;1;1;1;17.093119349;1;2000000
7742355;1;1;1;34.119371407;1;150000
7742376;1;1;1;33.979981961;1;150000
7742382;1;1;1;48.652639868;1;304000
7742399;1;1;1;18.393024346;1;228000
7742412;1;1;1;68.388448158;1;500000
7742425;1;1;1;53.544708451;1;150000
7742466;1;1;1;17.504096584;1;360000
7742476;1;1;1;39.840977387;1;210000
7742477;1;1;1;147.1164272;1;152000
7742482;1;1;1;31.929274376;1;450000
7742492;1;1;1;13.267901951;1;310000
7742494;1;1;1;28.381577223;1;450000
7742500;1;1;1;12.061729046;1;780000
7742501;1;1;1;38.790403829;1;450000
7742530;1;1;1;39.134357203;1;500000
7742531;1;1;1;30.698563606;1;800000
7742539;1;1;1;35.974977792;1;250000
7742574;1;1;1;31.518266807;1;100000
7742577;1;1;1;79.889769252;1;400000
7742580;1;1;1;81.087402194;1;450000
7742657;1;1;1;39.441461911;1;432000
7742679;1;1;1;24.398268224;1;840000
7742689;1;1;1;44.749898065;1;304000
7743566;1;1;1;162.26397684;2;300000
7743758;1;1;1;194.35770092;1;800000
7744162;1;1;1;129.38485945;1;450000
7744196;1;1;1;132.33433381;1;400000
7744240;1;1;1;223.72563228;1;400000
7744327;1;1;1;140.6191308;1;2800001
7744331;1;1;1;116.07141799;1;376000
7744337;1;1;1;91.284589878;1;240000
7744344;1;1;1;85.726448318;1;140000
7744354;1;1;1;145.70032855;1;225000
7744357;1;1;1;142.12427432;1;300000
7744365;1;1;1;134.90713158;1;400000
7744400;1;1;1;183.91091765;1;420000
7744404;1;1;1;162.83752328;2;532000
7744437;1;1;1;166.26344566;1;420000
7744487;1;1;1;192.12326924;1;611200
7744538;1;1;1;136.17486788;1;916800
7744660;1;1;1;358.75009392;1;280000
7744711;1;1;1;198.3228096;1;60000
7744717;1;1;1;246.18123274;3;180000
7744719;1;1;1;290.48208146;1;300000
7744733;1;1;1;130.23662521;1;240000
7744814;1;1;1;204.68863163;1;360000
7744816;1;1;1;138.1435782;1;360000
7744834;1;1;1;104.15992927;1;360000
7744836;1;1;1;165.44375304;1;360000
7744977;1;1;1;177.24419776;1;60000
7744989;1;1;1;148.66123762;1;1400000
7745005;1;1;1;156.11835367;1;1640000
7745347;1;1;1;113.28357242;1;228000
7745363;1;1;1;70.715882361;1;2800000
7745384;1;1;1;145.9162433;1;525000
7745404;1;1;1;148.3123103;1;560000
7745407;1;1;1;181.46290569;1;225000
7745418;1;1;1;101.61773309;1;1560000
7745434;1;1;1;227.71807469;1;450000
7745434;2;1;2;227.71807469;1;6000000
7745436;1;1;1;149.23198252;1;300000
7745437;1;1;1;80.837856003;1;2280000
7745458;1;1;1;147.95602978;1;540000
7745462;1;1;1;141.2908916;1;900000
7745464;1;1;1;165.41367101;1;450000
7745469;1;1;1;134.82673202;1;130000
7745480;1;1;1;136.10605073;1;900000
7745481;1;1;1;108.45247855;1;1200000
7745488;1;1;1;102.24885223;1;304000
7745497;1;1;1;127.92371184;2;350000
7745512;1;1;1;208.31622037;1;260000
7745519;1;1;1;231.46856369;1;912000
7745539;1;1;1;218.73127494;1;840000
7745558;1;1;1;214.35973913;1;456000
7745559;1;1;1;253.16232576;1;960000
7745576;1;1;1;228.55350516;1;787000
7745578;1;1;1;209.22868478;2;230000
7745583;1;1;1;224.48546849;1;900000
7745584;1;1;1;222.83043863;1;450000
7745586;1;1;1;209.22868478;1;750000
7745587;1;1;1;225.00911957;1;900000
7745588;1;1;1;211.61210617;1;200000
7745593;1;1;1;330.94324971;1;1350000
7745599;1;1;1;234.42775341;1;1320000
7745605;1;1;1;257.93108931;1;1695000
7745616;1;1;1;242.86878673;2;9600000
7745618;1;1;1;250.81215679;1;3700000
7745630;1;1;1;282.82040689;1;2100000
7745635;1;1;1;268.72202141;1;1200000
7745641;1;1;1;282.82040689;1;423000
7745645;1;1;1;251.54518194;1;1400000
7745658;1;1;1;242.83619118;1;225000
7745660;1;1;1;236.48490089;1;456000
7745673;1;1;1;228.55350516;1;1200000
7745675;1;1;1;250.29279315;3;450000
7745677;1;1;1;222.83043863;1;880000
7745678;1;1;1;249.39720103;1;400000
7745681;1;1;1;236.09902713;1;2340000
7745683;1;1;1;229.51768336;2;1200000
7745686;1;1;1;209.22868478;1;2700000
7745687;1;1;1;248.92224827;1;400000
7745687;2;1;2;248.92224827;2;2160000
7745704;1;1;1;282.64616468;1;4000000
7745715;1;1;1;308.56817567;1;1400000
7745722;1;1;1;227.7464658;1;2700000
7745725;1;1;1;200.07527788;1;450000
7745730;1;1;1;229.5195219;1;560000
7745733;1;1;1;218.96174133;1;720000
7745737;1;1;1;225.12873987;1;410000
7745755;1;1;1;320.55170492;1;1400000
7745756;1;1;1;303.18724585;1;1000000
7745762;1;1;1;225.60187367;1;2310000
7745765;1;1;1;292.59069691;1;800000
7745775;1;1;1;227.787945;1;720000
7745784;1;1;1;316.27911049;1;9600000
7745791;1;1;1;310.00680719;1;800000
7745794;1;1;1;218.81658913;1;210000
7745800;1;1;1;240.85791546;1;50000
7745803;1;1;1;287.57929522;1;600000
7745806;1;1;1;209.22868478;1;420000
7745809;1;1;1;242.91469675;1;300000
7745810;1;1;1;237.98838285;1;300000
7745838;1;1;1;257.95637706;1;140000
7745858;1;1;1;271.64336721;1;380000
7745865;1;1;1;294.33906632;1;300000
7745879;1;1;1;177.81120295;1;456000
7745888;1;1;1;247.68633256;1;456000
7745946;1;1;1;142.44922637;1;450000
7745952;1;1;1;134.46316351;1;2000000
7745956;1;1;1;158.80649315;1;500000
7745961;1;1;1;200.20322398;1;1000000
7745980;1;1;1;179.69243143;1;420000
7746000;1;1;1;202.93806495;1;600000
7746001;1;1;1;213.3580547;1;2000000
7746004;1;1;1;211.82416738;1;2000000
7746009;1;1;1;81.311835366;1;1400000
7746013;1;1;1;101.24757141;1;500000
7746014;1;1;1;113.92266853;1;700000
7746018;1;1;1;184.31529719;1;700000
7746021;1;1;1;128.85017008;1;380000
7746025;1;1;1;139.86485941;1;500000
7746037;1;1;1;172.73114745;1;470000
7746058;1;1;1;145.48098056;1;600000
7747435;1;1;1;96.735968814;1;350000
7747560;1;1;1;584.71661284;1;456000
7747564;1;1;1;525.19147377;1;7456000
7747611;1;1;1;280.90498513;1;912000
7747642;1;1;1;245.58126843;1;900000
7747661;1;1;1;246.83252274;1;228000
7747799;1;1;1;42.805108036;1;420000
7747880;1;1;1;52.25861656;1;228000
7748019;1;1;1;151.97184707;1;500000
7748043;1;1;1;141.4009542;1;1600000
7748232;1;1;1;10.426125069;1;900000
7748272;1;1;1;16.890413733;1;456000
7748467;1;1;1;409.4089516;1;228000
7748498;1;1;1;380.50493763;1;1950000
7748516;1;1;1;224.06554423;1;98
7748642;1;1;1;178.53949177;1;228000
7748644;1;1;1;133.31560836;1;456000
7748656;1;1;1;236.26558833;1;380000
7748658;1;1;1;193.2736658;1;380000
7748881;1;1;1;7.1951182082;1;800000
7748882;1;1;1;7.1951182082;1;1240000
7748883;1;1;1;23.572888976;1;99
7748884;1;1;1;7.1951182082;2;99
7748885;1;1;1;35.25607922;1;750000
7748887;1;1;1;35.25607922;1;99
7749014;1;1;1;5.9959318402;1;520000
7749124;1;1;1;31.730471298;1;375000
7749530;1;1;1;27.574351827;1;304000
7749531;1;1;1;17.141724251;1;304000
7749557;1;1;1;11.953330535;1;836000
7749560;1;1;1;11.164492724;1;380000
7749622;1;1;1;87.33200556;1;228000
7749658;1;1;1;75.830212447;1;200000
7749658;2;1;2;75.830212447;1;99
7749836;1;1;1;72.34823622;1;375000
7749840;1;1;1;46.389713839;1;2000000
7749841;1;1;1;77.075931219;1;300000
7750061;1;1;1;148.42174424;1;350000
7750120;1;1;1;105.26703674;1;900000
7750262;1;1;1;12.498304256;1;100000
7750271;1;1;1;15.700357859;1;200000
7750272;1;1;1;11.856555921;1;300000
7750965;1;1;1;342.06684354;1;32400000
7751089;1;1;1;51.075621429;1;300000
7751099;1;1;1;29.603357401;1;300000
7751119;1;1;1;31.053824484;1;900000
7751356;1;1;1;38.075176357;1;912000
7751359;1;1;1;5.1440061828;1;456000
7751371;1;1;1;724.38344076;1;456000
7751375;1;1;1;391.07010901;1;152000
7751379;1;1;1;13.998560362;1;350000
7751385;1;1;1;12.71394195;1;900000
7751397;1;1;1;10.422188707;1;152000
7751399;1;1;1;7.479310523;1;675000
7751401;1;1;1;10.58818248;1;450000
7751403;1;1;1;13.094188973;1;350000
7751429;1;1;1;11.954615918;1;350000
7751485;1;1;1;389.82503844;1;152000
7751517;1;1;1;29.654285519;1;438000
7751528;1;1;1;19.053654048;1;1400000
7751539;1;1;1;28.719891411;1;445000
7751541;1;1;1;17.417424954;2;745600
7751546;1;1;1;13.182919097;1;456000
7751547;1;1;1;28.493954424;1;450000
7751558;1;1;1;12.011102338;1;450000
7751560;1;1;1;33.909555792;1;450000
7751562;1;1;1;24.301221585;1;456000
7751583;1;1;1;22.786488975;1;456000
7751599;1;1;1;10.931181495;1;450000
7751609;1;1;1;17.027937559;1;456000
7751728;1;1;1;51.313598504;1;912000
7751729;1;1;1;65.266000517;1;228000
7751746;1;1;1;103.53379057;1;900000
7751781;1;1;1;1986.5231091;1;3660000
7751814;1;1;1;1523.9354179;1;810000
7751856;1;1;1;17.383355905;2;99
7752113;1;1;1;37.161899228;1;304000
7752122;1;1;1;40.098376882;1;720000
7752163;1;1;1;59.075952258;1;912000
7752175;1;1;1;126.3142218;1;900000
7752186;1;1;1;18.454225101;1;225000
7752200;1;1;1;57.816479195;1;375000
7752205;1;1;1;73.431555791;1;920000
7752225;1;1;1;135.93718458;1;900000
7752266;1;1;1;175.20549471;2;4800000
7752287;1;1;1;81.673340892;1;210000
7752318;1;1;1;118.1181049;1;4050000
7752343;1;1;1;49.564714532;1;900000
7752355;1;1;1;106.4680201;1;900000
7752440;1;1;1;89.190577314;1;444000
7752443;1;1;1;32.354567447;1;840000
7752509;1;1;1;92.406889586;2;816000
7752626;1;1;1;161.44921098;1;450000
7752715;1;1;1;20.322021751;1;912000
7752729;1;1;1;47.626857036;1;228000
7752730;1;1;1;53.493136042;1;228000
7752765;1;1;1;138.44862082;1;380000
7752777;1;1;1;74.346069813;1;70000
7752856;1;1;1;641.31749968;1;600000
7752906;1;1;1;143.74260841;1;225000
7752926;1;1;1;335.94043945;1;400000
7752927;1;1;1;206.7105534;1;150000
7752932;1;1;1;236.59507771;1;1690000
7752944;1;1;1;255.35699571;1;600000
7752948;1;1;1;176.93088817;1;970000
7752953;1;1;1;191.41595453;1;1920000
7752960;1;1;1;383.0031486;1;450000
7752962;1;1;1;236.66511799;1;450000
7752968;1;1;1;435.6816688;1;820000
7752970;1;1;1;176.90216135;1;450000
7752971;1;1;1;265.01001311;1;450000
7752973;1;1;1;415.29637385;1;450000
7752974;1;1;1;327.77274154;1;450000
7752981;1;1;1;281.12369922;1;450000
7753002;1;1;1;457.29898406;1;1920000
7753006;1;1;1;68.064234307;1;380000
7753032;1;1;1;258.63585498;1;456000
7753071;1;1;1;248.93669533;1;912000
7753258;1;1;1;17.240296094;1;76000
7753274;1;1;1;18.640214241;1;300000
7753304;1;1;1;21.797052078;1;152000
7753316;1;1;1;21.797052078;1;840000
7753318;1;1;1;10.650147753;1;200000
7753321;1;1;1;21.797052078;1;850000
7753349;1;1;1;14.124640175;1;380000
7753361;1;1;1;16.051674229;1;304000
7753369;1;1;1;9.7435022774;1;152000
7753371;1;1;1;9.7435022774;1;304000
7753376;1;1;1;11.515672041;1;152000
7753394;1;1;1;43.891069678;1;350000
7753742;1;1;1;192.80079144;1;420000
7753916;1;1;1;31.461080605;1;450000
7753941;1;1;1;48.805261451;1;600000
7753958;1;1;1;95.466043777;2;1600000
