DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P10000;P400;P401;P402;P403;P407S2;P5971;P5971S2;P5971S2A1
7727913;3;1;3;1839.1344626;3;3;2;2;2;;;1;1
7727913;4;1;4;1839.1344626;4;3;2;2;2;;;1;1
7727917;3;1;3;1279.0399663;2;6;2;2;2;;;1;2
7727919;3;1;3;1567.6495046;3;3;2;2;2;;;1;1
7727924;4;1;4;1900.455341;4;3;2;2;2;;;1;1
7727934;3;1;3;2119.3820701;3;3;2;2;2;;;1;1
7727935;5;1;5;1808.3119111;1;3;2;2;2;;;1;4
7727935;6;1;6;1808.3119111;1;3;2;2;2;;;2;
7727937;4;1;4;1369.910054;3;3;2;2;2;;;1;4
7727947;2;1;2;1913.7590765;1;3;2;2;2;;;2;
7727949;2;1;2;1913.7590765;1;3;2;2;2;;;2;
7727950;5;1;5;1559.4447896;5;3;2;2;2;;;2;
7727955;3;1;3;1597.8765734;1;3;2;2;2;;;2;
7727957;2;1;2;1435.3193074;1;3;2;2;2;;;2;
7727958;3;1;3;1685.8732574;2;3;2;2;2;;;2;
7727967;4;1;4;12.973940059;2;3;2;2;2;;;2;
7727968;3;1;3;10.493310969;3;3;2;2;2;;;1;2
7727968;4;1;4;10.493310969;4;3;2;2;2;;;1;2
7727977;3;1;3;8.7849260679;3;3;2;2;2;;;1;1
7727980;2;1;2;13.380211957;2;3;2;2;2;;;1;1
7727980;4;1;4;13.380211957;4;3;2;2;2;;;1;2
7727999;3;1;3;15.065578708;3;3;2;2;2;;;1;4
7727999;4;1;4;15.065578708;4;3;2;2;2;;;1;4
7728012;2;1;2;520.86252737;1;3;2;2;2;;;1;5
7728012;3;1;3;520.86252737;1;3;2;2;2;;;2;
7728016;2;1;2;509.79940627;1;3;2;2;2;;;1;5
7728019;3;1;3;594.54967021;1;3;2;2;2;;;2;
7728023;5;1;5;73.240911825;5;3;2;2;2;;;1;1
7728030;3;1;3;188.12202825;2;3;2;2;2;;;2;
7728030;4;1;4;188.12202825;2;3;2;2;2;;;2;
7728034;4;1;4;155.01828958;1;3;2;2;2;;;2;
7728035;3;1;3;116.15043361;2;3;2;2;2;;;2;
7728041;2;1;2;198.65130501;1;3;2;2;2;;;1;1
7728045;3;1;3;271.73181858;3;3;2;2;2;;;2;
7728045;4;1;4;271.73181858;4;3;2;2;2;;;2;
7728049;3;1;3;281.06041105;2;3;2;2;2;;;2;
7728052;4;1;4;265.13390569;1;3;2;2;2;;;2;
7728054;4;1;4;223.91530718;2;3;2;2;2;;;2;
7728055;4;1;4;294.90657135;1;3;2;2;2;;;2;
7728057;5;1;5;183.81527414;4;3;2;2;2;;;2;
7728059;3;1;3;163.09093714;1;3;2;2;2;;;2;
7728060;2;1;2;176.00747058;1;3;2;2;2;;;2;
7728068;3;1;3;156.2918001;2;3;2;2;2;;;2;
7728070;3;1;3;181.4984056;2;3;2;2;2;;;1;2
7728072;4;1;4;100.95901136;2;3;2;2;2;;;2;
7728087;4;1;4;87.080005204;2;3;2;2;2;;;2;
7728095;3;1;3;65.436387968;2;4;2;2;2;;;1;2
7728095;4;1;4;65.436387968;2;4;2;2;2;;;1;1
7728101;3;1;3;96.378517669;2;6;2;2;2;;;2;
7728102;4;1;4;102.91121525;2;3;2;2;2;;;1;6
7728102;5;1;5;102.91121525;2;3;2;2;2;;;2;
7728103;3;1;3;51.684242795;2;3;2;2;2;;;2;
7728105;4;1;4;85.964262719;1;3;2;2;2;;;1;3
7728105;5;1;5;85.964262719;1;3;2;2;2;;;1;2
7728107;3;1;3;69.921090997;2;3;2;2;2;;;1;5
7728114;3;1;3;59.999357449;1;3;2;2;2;;;1;2
7728116;5;1;5;110.48011886;1;3;2;2;2;;;2;
7728122;4;1;4;97.251228159;2;6;2;2;2;;;2;
7728124;3;1;3;138.12154882;2;3;2;2;2;;;2;
7728124;4;1;4;138.12154882;2;3;2;2;2;;;2;
7728125;5;1;5;117.77910291;2;6;2;2;2;;;2;
7728127;4;1;4;80.304275627;2;3;2;2;2;;;1;2
7728132;4;1;4;63.715810986;2;3;2;2;2;;;1;5
7728136;3;1;3;66.418223196;2;3;2;2;2;;;2;
7728141;5;1;5;93.163634887;4;3;2;2;2;;;2;
7728144;4;1;4;111.00337333;2;3;2;2;2;;;2;
7728146;3;1;3;59.776400876;2;3;2;2;2;;;2;
7728152;2;1;2;92.88771871;1;3;2;2;2;;;1;7
7728154;4;1;4;284.58785926;2;3;2;2;2;;;1;3
7728155;4;1;4;273.67097303;4;3;2;2;2;;;1;4
7728156;2;1;2;195.22119832;1;3;2;2;2;;;1;2
7728157;4;1;4;190.62658073;4;3;2;2;2;;;1;3
7728160;4;1;4;289.50862555;4;3;2;2;2;;;1;2
7728176;3;1;3;230.03737787;2;3;2;2;2;;;1;7
7728176;4;1;4;230.03737787;2;6;2;2;2;;;2;
7728180;5;1;5;334.14282775;4;3;2;2;2;;;2;
7728180;6;1;6;334.14282775;4;3;2;2;2;;;2;
7728182;5;1;5;147.67443887;2;3;2;2;2;;;2;
7728186;5;1;5;248.00741826;5;3;2;2;2;;;1;2
7728189;4;1;4;152.15165923;2;6;2;2;2;;;2;
7728197;3;1;3;262.19274895;3;3;2;2;2;;;1;1
7728203;3;1;3;173.24834552;2;3;2;2;2;;;2;
7728204;4;1;4;139.42270558;4;3;2;2;2;;;2;
7728204;5;1;5;139.42270558;2;3;2;2;2;;;2;
7728205;4;1;4;108.00277205;1;3;2;2;2;;;2;
7728210;5;1;5;144.31909753;2;3;2;2;2;;;1;1
7728211;3;1;3;93.198712961;1;3;2;2;2;;;1;3
7728214;4;1;4;124.02494486;2;3;2;2;2;;;2;
7728225;3;1;3;128.85168514;1;3;2;2;2;;;2;
7728229;4;1;4;233.64364828;4;3;2;2;2;;;1;1
7728232;4;1;4;243.54339886;4;3;2;2;2;;;2;
7728238;3;1;3;293.97678419;3;3;2;2;2;;;1;2
7728238;4;1;4;293.97678419;4;3;2;2;2;;;1;1
7728242;3;1;3;257.72647007;3;3;2;2;2;;;1;3
7728246;3;1;3;218.50669349;3;3;2;2;2;;;2;
7728252;4;1;4;153.75799849;4;3;2;2;2;;;1;3
7728252;5;1;5;153.75799849;5;3;2;2;2;;;1;5
7728253;5;1;5;129.04974862;5;3;2;2;2;;;2;
7728256;4;1;4;210.71678178;4;3;2;2;2;;;2;
7728256;5;1;5;210.71678178;5;3;2;2;2;;;2;
7728257;3;1;3;185.99175485;3;3;2;2;2;;;2;
7728260;4;1;4;102.2700863;4;3;2;2;2;;;1;5
7728268;3;1;3;75.725754795;3;3;2;2;2;;;2;
7728277;3;1;3;124.57472976;3;3;2;2;2;;;2;
7728278;4;1;4;99.043510957;4;3;2;2;2;;;1;4
7728282;4;1;4;156.90592006;4;3;2;2;2;;;1;4
7728283;3;1;3;232.0209423;3;3;2;2;2;;;2;
7728283;4;1;4;232.0209423;4;3;2;2;2;;;2;
7728298;4;1;4;128.47275074;4;3;2;2;2;;;2;
7728300;3;1;3;74.266915981;3;3;2;2;2;;;1;3
7728303;6;1;6;149.74181518;6;3;2;2;2;;;2;
7728303;7;1;7;149.74181518;7;3;2;2;2;;;2;
7728305;3;1;3;86.239850044;3;3;2;2;2;;;2;
7728306;4;1;4;183.98202724;4;3;2;2;2;;;1;5
7728306;5;1;5;183.98202724;5;6;2;2;2;;;2;
7728324;3;1;3;320.12451453;2;3;2;2;2;;;1;1
7728333;8;1;8;326.48439257;6;6;2;2;2;;;1;2
7728340;4;1;4;179.34265728;1;3;2;2;2;;;2;
7728345;4;1;4;166.40128533;1;3;2;2;2;;;1;2
7728345;5;1;5;166.40128533;1;3;2;2;2;;;1;2
7728347;5;1;5;285.7707586;1;3;2;2;2;;;1;2
7728349;5;1;5;272.77844708;1;3;2;2;2;;;1;6
7728353;3;1;3;294.8731609;1;3;2;2;2;;;2;
7728356;3;1;3;328.76129404;2;3;2;2;2;;;2;
7728357;6;1;6;181.8542468;2;3;2;2;2;;;2;
7728357;7;1;7;181.8542468;2;3;2;2;2;;;2;
7728359;4;1;4;191.60294985;2;3;2;2;2;;;2;
7728359;5;1;5;191.60294985;2;3;2;2;2;;;2;
7728362;3;1;3;284.55512403;2;3;2;2;2;;;1;3
7728369;3;1;3;273.96774503;2;3;2;2;2;;;1;3
7728370;2;1;2;225.41841737;1;3;2;2;2;;;2;
7728374;5;1;5;183.72770874;2;4;2;2;2;;;2;
7728374;6;1;6;183.72770874;2;4;2;2;2;;;2;
7728385;2;1;2;225.41841737;1;3;2;2;2;;;1;1
7728387;3;1;3;278.78502746;1;3;2;2;2;;;1;5
7728387;4;1;4;278.78502746;1;3;2;2;2;;;2;
7728391;3;1;3;128.20843006;1;3;2;2;2;;;2;
7728391;4;1;4;128.20843006;1;3;2;2;2;;;2;
7728391;6;1;6;128.20843006;5;4;2;2;2;;;2;
7728391;7;1;7;128.20843006;5;4;2;2;2;;;2;
7728396;4;1;4;294.02171141;2;3;2;2;2;;;1;4
7728399;3;1;3;59.120013488;3;3;2;2;2;;;1;3
7728399;4;1;4;59.120013488;4;3;2;2;2;;;1;2
7728403;3;1;3;99.168418643;2;3;2;2;2;;;2;
7728406;3;1;3;59.791511325;3;3;2;2;2;;;1;10
7728409;4;1;4;125.97144936;4;3;2;2;2;;;1;14
7728410;4;1;4;129.34925702;4;3;2;2;2;;;2;
7728417;3;1;3;57.419527016;3;3;2;2;2;;;1;3
7728427;3;1;3;76.071065757;3;3;2;2;2;;;2;
7728428;4;1;4;113.52293692;4;3;2;2;2;;;1;1
7728428;5;1;5;113.52293692;5;3;2;2;2;;;1;1
7728434;6;1;6;130.53183991;6;3;2;2;2;;;1;2
7728436;3;1;3;93.681331956;3;3;2;2;2;;;1;3
7728443;3;1;3;191.7396278;3;3;2;2;2;;;2;
7728444;2;1;2;166.56460413;2;3;2;2;2;;;2;
7728460;5;1;5;188.10135399;2;3;2;2;2;;;2;
7728466;3;1;3;235.29835558;2;3;2;2;2;;;2;
7728466;4;1;4;235.29835558;2;3;2;2;2;;;2;
7728474;4;1;4;145.69948095;2;3;2;2;2;;;2;
7728482;3;1;3;488.58259106;2;3;2;2;2;;;2;
7728486;5;1;5;502.77689466;1;3;2;2;2;;;2;
7728487;5;1;5;502.77689466;1;3;2;2;2;;;2;
7728490;3;1;3;772.34642101;1;3;2;2;2;;;2;
7728490;4;1;4;772.34642101;1;4;2;2;2;;;2;
7728491;2;1;2;481.147571;1;3;2;2;2;;;2;
7728491;3;1;3;481.147571;1;3;2;2;2;;;2;
7728492;4;1;4;526.90135001;4;3;2;2;2;;;2;
7728501;3;1;3;568.22083377;2;3;2;2;2;;;2;
7728501;4;1;4;568.22083377;2;3;2;2;2;;;2;
7728506;5;1;5;285.4307354;5;3;2;2;2;;;2;
7728508;2;1;2;497.67376181;2;3;2;2;2;;;2;
7728509;2;1;2;471.78294668;2;3;2;2;2;;;2;
7728511;4;1;4;656.3809417;4;3;2;2;2;;;1;5
7728513;5;1;5;512.91931097;1;3;2;2;2;;;2;
7728520;3;1;3;631.35648197;3;3;2;2;2;;;1;5
7728520;4;1;4;631.35648197;4;3;2;2;2;;;1;2
7728521;3;1;3;588.4730856;3;3;2;2;2;;;2;
7728523;3;2;3;317.74878251;3;3;2;2;2;;;2;
7728523;4;2;4;317.74878251;4;6;2;2;2;;;2;
7728523;5;2;5;317.74878251;5;6;2;2;2;;;2;
7728528;3;1;3;505.11192183;3;5;;;;;;2;
7728530;3;1;3;371.82666195;1;3;2;2;2;;;2;
7728533;5;1;5;617.2972907;5;3;2;2;2;;;2;
7728533;6;1;6;617.2972907;6;3;2;2;2;;;2;
7728533;7;1;7;617.2972907;7;3;2;2;2;;;2;
7728535;3;1;3;631.35648197;4;3;2;2;2;;;2;
7728535;4;1;4;631.35648197;4;3;2;2;2;;;2;
7728536;3;1;3;263.81558864;3;3;2;2;2;;;1;2
7728537;8;1;8;204.56583955;5;3;2;2;2;;;2;
7728538;3;1;3;201.84667384;3;3;2;2;2;;;1;2
7728540;3;1;3;242.88412153;1;3;2;2;2;;;2;
7728548;3;1;3;234.46211715;1;3;2;2;2;;;1;1
7728562;3;1;3;226.66365058;3;3;2;2;2;;;1;2
7728562;4;1;4;226.66365058;4;3;2;2;2;;;2;
7728566;4;1;4;216.7569987;1;3;2;2;2;;;1;3
7728566;6;2;6;216.7569987;2;3;2;2;2;;;1;3
7728579;6;1;6;139.94910603;6;3;2;2;2;;;2;
7728581;4;1;4;145.98766798;4;3;2;2;2;;;2;
7728586;6;1;6;155.48847157;2;6;2;2;2;;;2;
7728588;2;1;2;142.66639875;2;3;2;2;2;;;2;
7728589;5;1;5;184.37260995;5;6;2;2;2;;;2;
7728589;6;1;6;184.37260995;6;6;2;2;2;;;2;
7728592;3;1;3;233.93636116;3;3;2;2;2;;;2;
7728593;5;1;5;121.05191029;5;3;2;2;2;;;2;
7728597;3;1;3;94.680461271;3;3;2;2;2;;;1;2
7728600;4;1;4;98.635977696;4;3;2;2;2;;;2;
7728602;9;1;9;135.7358836;9;3;2;2;2;;;1;2
7728603;2;1;2;101.7469861;2;3;2;2;2;;;1;1
7728604;3;1;3;135.20636709;3;3;2;2;2;;;2;
7728608;3;1;3;91.846872031;3;3;2;2;2;;;2;
7728609;3;1;3;124.46043536;3;6;2;2;2;;;1;3
7728612;4;1;4;142.70276753;4;3;2;2;2;;;2;
7728612;5;1;5;142.70276753;2;3;2;2;2;;;2;
7728616;4;1;4;118.52526193;4;3;2;2;2;;;2;
7728625;3;1;3;151.60808799;3;4;2;2;2;;;1;1
7728627;4;1;4;148.63794096;4;3;2;2;2;;;2;
7728628;5;1;5;151.82703543;5;3;2;2;2;;;1;5
7728630;4;1;4;119.20953598;4;3;2;2;2;;;2;
7728632;3;1;3;102.38994305;3;3;2;2;2;;;1;2
7728634;5;1;5;183.36245369;4;3;2;2;2;;;2;
7728637;4;1;4;151.24967315;4;3;2;2;2;;;1;3
7728637;5;1;5;151.24967315;2;3;2;2;2;;;2;
7728648;3;1;3;170.70843328;3;3;2;2;2;;;1;1
7728648;4;1;4;170.70843328;4;3;2;2;2;;;2;
7728652;3;1;3;216.9564312;3;3;2;2;2;;;1;2
7728652;4;1;4;216.9564312;4;3;2;2;2;;;2;
7728653;3;1;3;225.08441854;3;3;2;2;2;;;1;2
7728656;2;1;2;92.9250171;1;3;2;2;2;;;1;3
7728657;3;1;3;124.46043536;3;3;2;2;2;;;2;
7728662;2;1;2;111.71054351;2;3;2;2;2;;;2;
7728663;3;1;3;93.265675147;3;6;2;2;2;;;2;
7728668;5;1;5;263.75484719;5;3;2;2;2;;;2;
7728669;4;1;4;295.63538434;4;3;2;2;2;;;2;
7728671;3;1;3;338.79898845;3;3;2;2;2;;;2;
7728671;5;1;5;338.79898845;5;3;2;2;2;;;2;
7728671;6;1;6;338.79898845;6;3;2;2;2;;;2;
7728684;6;1;6;351.33441617;6;3;2;2;2;;;2;
7728686;4;1;4;1329.6446235;4;3;2;2;2;;;2;
7728689;2;1;2;1364.0730931;2;3;2;2;2;;;1;1
7728695;3;1;3;1536.1889354;2;3;2;2;2;;;2;
7728696;3;1;3;1818.4077521;2;3;2;2;2;;;1;3
7728698;3;1;3;1255.5230736;2;3;2;2;2;;;2;
7728699;3;1;3;2004.9769958;3;3;2;2;2;;;1;2
7728704;3;1;3;1255.5230736;3;3;2;2;2;;;2;
7728707;3;1;3;1255.5230736;2;3;2;2;2;;;1;9
7728707;4;1;4;1255.5230736;2;3;2;2;2;;;1;4
7728708;2;1;2;65.775045364;2;3;2;2;2;;;2;
7728719;3;1;3;16.544024187;2;3;2;2;2;;;2;
7728721;3;1;3;25.574328835;2;3;2;2;2;;;2;
7728723;2;1;2;36.812593968;1;3;2;2;2;;;2;
7728726;4;1;4;50.151152457;2;3;2;2;2;;;2;
7728726;5;1;5;50.151152457;2;3;2;2;2;;;2;
7728727;2;1;2;37.29256109;2;4;2;2;2;;;1;3
7728728;5;1;5;269.46687327;5;3;2;2;2;;;2;
7728730;3;1;3;363.19785173;3;3;2;2;2;;;1;4
7728740;3;1;3;495.33619244;2;3;2;2;2;;;2;
7728740;5;1;5;495.33619244;4;3;2;2;2;;;2;
7728740;6;1;6;495.33619244;4;3;2;2;2;;;2;
7728741;2;1;2;535.2618761;1;3;2;2;2;;;2;
7728741;3;1;3;535.2618761;1;3;2;2;2;;;2;
7728745;3;1;3;711.91103575;3;3;2;2;2;;;1;2
7728745;4;1;4;711.91103575;1;3;2;2;2;;;1;2
7728747;3;1;3;442.96686669;2;3;2;2;2;;;1;1
7728747;4;1;4;442.96686669;2;3;2;2;2;;;1;1
7728749;2;1;2;334.41857899;1;3;2;2;2;;;1;1
7728752;3;1;3;713.52620974;1;3;2;2;2;;;2;
7728754;3;1;3;22.026347287;3;3;2;2;2;;;2;
7728755;2;1;2;31.705503769;2;3;2;2;2;;;2;
7728757;5;1;5;40.406599612;5;3;2;2;2;;;2;
7728767;3;1;3;180.99248188;3;3;2;2;2;;;1;2
7728777;3;1;3;180.99248188;3;3;2;2;2;;;1;2
7728785;2;1;2;228.06230255;2;3;2;2;2;;;1;2
7728788;2;1;2;222.32913841;2;3;2;2;2;;;1;1
7728793;3;1;3;244.40669757;3;3;2;2;2;;;1;5
7728795;5;1;5;284.06381067;4;3;2;2;2;;;2;
7728797;2;1;2;244.56205225;2;3;2;2;2;;;2;
7728798;3;1;3;330.71414273;2;3;2;2;2;;;2;
7728798;4;1;4;330.71414273;2;3;2;2;2;;;2;
7728799;3;1;3;281.5438607;2;3;2;2;2;;;2;
7728801;2;1;2;236.61049999;2;3;2;2;2;;;1;3
7728802;3;1;3;240.51937653;3;3;2;2;2;;;1;1
7728802;4;1;4;240.51937653;4;3;2;2;2;;;2;
7728824;2;1;2;340.03430769;2;3;2;2;2;;;2;
7728824;3;1;3;340.03430769;3;3;2;2;2;;;2;
7728827;6;1;6;141.68618311;6;3;2;2;2;;;2;
7728827;7;1;7;141.68618311;7;3;2;2;2;;;2;
7728828;2;1;2;358.13033911;2;3;2;2;2;;;2;
7728829;3;1;3;303.92584689;3;3;2;2;2;;;2;
7728835;6;1;6;162.26805937;2;3;2;2;2;;;2;
7728835;7;1;7;162.26805937;7;3;2;2;2;;;2;
7728835;8;1;8;162.26805937;8;6;2;2;2;;;2;
7728837;3;1;3;211.26410835;3;3;2;2;2;;;2;
7728837;4;1;4;211.26410835;4;3;2;2;2;;;2;
7728839;3;1;3;243.59294883;3;6;2;2;2;;;2;
7728841;2;1;2;208.90386834;2;3;2;2;2;;;2;
7728848;2;1;2;171.93060499;2;3;2;2;2;;;2;
7728849;5;1;5;123.07713584;5;3;2;2;2;;;2;
7728849;6;1;6;123.07713584;6;3;2;2;2;;;2;
7728850;4;1;4;226.66382245;4;3;2;2;2;;;2;
7728851;3;1;3;241.18104348;3;3;2;2;2;;;2;
7728855;3;1;3;268.96466057;3;3;2;2;2;;;2;
7728857;2;1;2;322.28070264;2;3;2;2;2;;;2;
7728858;3;1;3;273.56611554;3;3;2;2;2;;;2;
7728858;4;1;4;273.56611554;4;3;2;2;2;;;2;
7728859;4;1;4;233.92243297;4;3;2;2;2;;;2;
7728869;3;1;3;328.39092908;3;3;2;2;2;;;2;
7728869;4;1;4;328.39092908;4;3;2;2;2;;;2;
7728870;3;1;3;280.82472605;3;3;2;2;2;;;2;
7728871;5;1;5;155.15327827;5;3;2;2;2;;;2;
7728872;3;1;3;278.16757051;3;3;2;2;2;;;2;
7728872;4;1;4;278.16757051;4;3;2;2;2;;;2;
7728874;2;1;2;227.03396226;2;3;2;2;2;;;2;
7728878;2;1;2;218.6790169;2;3;2;2;2;;;2;
7728878;3;1;3;218.6790169;3;3;2;2;2;;;2;
7728883;3;1;3;145.52571384;3;3;2;2;2;;;2;
7728892;3;1;3;215.69923129;2;3;2;2;2;;;1;1
7728892;4;1;4;215.69923129;2;3;2;2;2;;;2;
7728894;5;1;5;97.042879516;1;3;2;2;2;;;1;2
7728911;2;1;2;256.26889857;2;3;2;2;2;;;1;3
7728911;3;1;3;256.26889857;3;3;2;2;2;;;1;2
7728913;4;1;4;118.96439764;1;3;2;2;2;;;2;
7728916;3;1;3;167.19318304;1;3;2;2;2;;;2;
7728919;4;1;4;148.63081516;4;3;2;2;2;;;1;3
7728919;5;1;5;148.63081516;2;3;2;2;2;;;1;2
7728928;5;1;5;105.33014525;4;3;2;2;2;;;1;3
7728931;4;1;4;246.88400829;4;3;2;2;2;;;2;
7728936;3;1;3;203.48301274;2;3;2;2;2;;;1;3
7728936;4;1;4;203.48301274;2;3;2;2;2;;;1;3
7728949;5;1;5;123.40234382;2;3;2;2;2;;;1;2
7728950;4;1;4;121.30359939;3;3;2;2;2;;;2;
7728950;8;1;8;121.30359939;6;3;2;2;2;;;2;
7728950;9;1;9;121.30359939;6;3;2;2;2;;;2;
7728955;5;1;5;121.30359939;2;3;2;2;2;;;2;
7728955;6;1;6;121.30359939;2;3;2;2;2;;;2;
7728955;9;1;9;121.30359939;7;3;2;2;2;;;2;
7728958;3;1;3;167.74605183;3;3;2;2;2;;;1;3
7728962;2;1;2;246.91726416;2;3;2;2;2;;;1;4
7728962;3;1;3;246.91726416;3;3;2;2;2;;;2;
7728963;3;1;3;311.80019915;3;3;2;2;2;;;1;4
7728967;2;1;2;287.42819544;2;3;2;2;2;;;1;6
7728971;3;1;3;199.02794416;3;3;2;2;2;;;1;4
7728976;7;1;7;92.534503416;7;3;2;2;2;;;2;
7728981;3;1;3;261.28042214;3;3;2;2;2;;;1;2
7728988;3;1;3;174.38906905;2;3;2;2;2;;;2;
7728991;3;1;3;127.66897838;2;3;2;2;2;;;2;
7728997;3;1;3;139.46982598;3;3;2;2;2;;;2;
7728998;5;1;5;191.81597643;4;3;2;2;2;;;2;
7728998;6;1;6;191.81597643;4;6;2;2;2;;;2;
7728999;3;1;3;178.50788137;1;3;2;2;2;;;2;
7729002;5;1;5;179.46383211;2;3;2;2;2;;;1;5
7729007;4;1;4;180.37516604;2;3;2;2;2;;;2;
7729010;5;1;5;137.04409131;2;3;2;2;2;;;1;1
7729016;3;1;3;162.27989215;2;3;2;2;2;;;2;
7729024;3;1;3;140.92045984;2;3;2;2;2;;;1;10
7729025;5;1;5;110.1413024;2;3;2;2;2;;;1;5
7729027;3;1;3;126.79075089;1;3;2;2;2;;;2;
7729030;3;1;3;176.1505748;2;3;2;2;2;;;1;5
7729031;8;1;8;313.08279333;3;3;2;2;2;;;2;
7729031;9;1;9;313.08279333;3;3;2;2;2;;;2;
7729031;10;1;10;313.08279333;1;3;2;2;2;;;2;
7729039;5;1;5;189.95893826;5;4;2;2;2;;;2;
7729045;3;1;3;156.90355423;2;3;2;2;2;;;2;
7729052;3;1;3;160.65709323;3;3;2;2;2;;;2;
7729054;3;1;3;154.10787606;2;3;2;2;2;;;1;2
7729060;4;1;4;217.16923845;2;3;2;2;2;;;2;
7729060;5;1;5;217.16923845;2;3;2;2;2;;;2;
7729075;2;1;2;127.0065552;2;3;2;2;2;;;1;7
7729077;5;1;5;152.83683493;2;3;2;2;2;;;1;2
7729082;3;1;3;163.40754431;2;3;2;2;2;;;1;5
7729095;3;1;3;21.133272646;3;3;2;2;2;;;2;
7729095;4;1;4;21.133272646;4;3;2;2;2;;;2;
7729103;3;1;3;288.91896939;2;3;2;2;2;;;1;2
7729109;5;1;5;175.70883797;2;3;2;2;2;;;1;2
7729117;3;1;3;28.793804168;3;3;2;2;2;;;1;1
7729133;3;1;3;18.075639742;3;3;2;2;2;;;2;
7729145;4;1;4;110.17972248;2;3;2;2;2;;;2;
7729153;6;1;6;111.81823022;6;3;2;2;2;;;1;3
7729156;5;1;5;93.558963974;3;3;2;2;2;;;2;
7729156;6;1;6;93.558963974;3;3;2;2;2;;;2;
7729158;4;1;4;119.86035189;2;3;2;2;2;;;2;
7729161;3;1;3;87.674331251;1;3;2;2;2;;;2;
7729162;3;1;3;129.9299302;1;3;2;2;2;;;2;
7729166;4;1;4;108.64288541;1;3;2;2;2;;;2;
7729167;2;1;2;101.6388043;2;6;2;2;2;;;2;
7729183;7;1;7;27.540512258;7;6;2;2;2;;;1;3
7729183;8;1;8;27.540512258;8;6;2;2;2;;;2;
7729183;9;1;9;27.540512258;9;6;2;2;2;;;1;4
7729184;4;1;4;16.247776827;4;3;2;2;2;;;2;
7729185;4;1;4;27.540512258;4;6;2;2;2;;;1;3
7729192;4;1;4;26.285390933;3;3;2;2;2;;;2;
7729192;7;1;7;26.285390933;6;3;2;2;2;;;1;2
7729202;2;1;2;14.684866362;2;3;2;2;2;;;1;5
7729209;3;1;3;81.306773295;2;3;2;2;2;;;2;
7729211;3;1;3;14.007969992;3;3;2;2;2;;;1;3
7729212;3;1;3;23.219669825;3;3;2;2;2;;;1;2
7729212;4;1;4;23.219669825;4;3;2;2;2;;;1;2
7729212;5;1;5;23.219669825;5;3;2;2;2;;;1;1
7729218;4;1;4;15.278720997;4;3;2;2;2;;;1;2
7729225;5;1;5;184.88095198;4;3;2;2;2;;;2;
7729230;2;1;2;270.68388553;1;3;2;2;2;;;2;
7729235;3;1;3;449.67251123;1;3;2;2;2;;;1;1
7729241;3;1;3;220.18543556;2;3;2;2;2;;;1;1
7729256;2;1;2;286.56194526;1;3;2;2;2;;;2;
7729262;3;1;3;297.30082808;1;3;2;2;2;;;1;2
7729268;4;1;4;326.41972929;1;3;2;2;2;;;1;1
7729285;3;1;3;87.20305445;3;3;2;2;2;;;2;
7729290;6;1;6;49.832310943;6;3;2;2;2;;;1;5
7729291;4;1;4;113.50594396;4;3;2;2;2;;;1;3
7729295;5;1;5;49.832310943;5;3;2;2;2;;;1;6
7729296;3;1;3;125.08753005;3;3;2;2;2;;;1;5
7729296;4;1;4;125.08753005;4;3;2;2;2;;;1;5
7729297;3;1;3;153.94262077;3;3;2;2;2;;;1;3
7729301;2;1;2;120.83117648;2;3;2;2;2;;;1;3
7729301;3;1;3;120.83117648;3;3;2;2;2;;;1;2
7729301;4;1;4;120.83117648;4;5;;;;;;2;
7729304;4;1;4;123.91107641;4;3;2;2;2;;;1;5
7729314;4;1;4;64.08798559;4;3;2;2;2;;;1;5
7729315;4;1;4;62.538726445;4;3;2;2;2;;;2;
7729323;3;1;3;122.24922106;3;3;2;2;2;;;2;
7729324;7;1;7;77.381671519;7;3;2;2;2;;;1;2
7729329;3;1;3;76.864999416;3;3;2;2;2;;;2;
7729331;3;1;3;92.212992174;3;3;1;;;2393;;1;3
7729334;4;1;4;163.36414023;1;3;2;2;2;;;1;3
7729343;4;1;4;109.90892877;4;3;1;;;123;;1;14
7729343;5;1;5;109.90892877;2;3;2;2;2;;;2;
7729344;3;1;3;129.51546939;3;3;1;;;123;;1;7
7729344;4;1;4;129.51546939;2;3;2;2;2;;;2;
7729350;4;1;4;107.64455356;3;3;2;2;2;;;2;
7729354;6;1;6;112.56088641;2;3;2;2;2;;;2;
7729356;4;1;4;138.60560524;2;3;2;2;2;;;1;12
7729357;3;1;3;115.09942508;1;4;2;2;2;;;2;
7729357;4;1;4;115.09942508;1;3;2;2;2;;;2;
7729357;5;1;5;115.09942508;1;3;2;2;2;;;2;
7729362;3;1;3;110.43846874;2;3;2;2;2;;;2;
7729365;5;1;5;175.11462991;2;3;2;2;2;;;1;3
7729365;6;1;6;175.11462991;2;3;2;2;2;;;2;
7729365;7;1;7;175.11462991;2;3;2;2;2;;;2;
7729366;2;1;2;113.32531116;1;3;2;2;2;;;1;5
7729369;5;1;5;109.65921166;2;3;2;2;2;;;1;5
7729376;4;1;4;123.22985208;3;3;2;2;2;;;2;
7729376;9;1;9;123.22985208;2;3;2;2;2;;;2;
7729380;3;1;3;93.840516614;1;3;2;2;2;;;2;
