DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P51;P772;P773;P6169;P6169S1;P8564;P8564S1;P8566;P8566S1;P8568;P8568S1;P6191;P6191S1;P8572;P8572S1;P8574;P8574S1;P8576;P8576S1;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S14;P779S9A2
7777265;2;1;2;43.837607993;1;;3;2;;1;65000;2;;2;;2;;1;180000;2;;2;;1;3;;;8000;1;3;;;4000;1;1;;;;;;;;;;;1;1;;;;;1;2;;;;;;;;;
7777274;2;1;2;55.748054041;1;;3;2;;1;54000;1;15000;2;;2;;2;;2;;2;;1;3;;;12000;1;3;;;4000;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777277;3;1;3;48.974474564;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777292;2;1;2;24.659271648;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;2;;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777302;5;1;5;71.515550012;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777305;3;1;3;71.515550012;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777306;6;1;6;71.515550012;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777315;4;1;4;62.20378369;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777315;5;1;5;62.20378369;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777316;5;1;5;41.172846834;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777321;6;1;6;62.20378369;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;6000;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7777324;3;1;3;71.515550012;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777326;3;1;3;20.955039735;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777327;3;1;3;63.237885395;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777333;3;1;3;91.235055972;1;;2;2;;1;50000;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;1;2;;;;;;;;;
7777333;4;1;4;91.235055972;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;5000;1;2;;;;;;;;;;;1;2;;;1;2;1;2;;;;;;;;;
7777341;3;1;3;41.96323668;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;2;1;2;1;2;;;;;;;
7777353;5;1;5;29.394638941;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7777357;4;1;4;31.302871797;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;1;3;;;;;;;;;;;;;;;;;;;
7777365;3;1;3;80.818711198;2;4;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;1;2;;;1;2;1;1;;;;;;;;;;;;;;;
7777377;3;1;3;63.17586161;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;1;1;;;1;1;;;;;;;;;;;;;;;
7777381;2;1;2;71.826515959;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777383;3;1;3;65.791116883;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777386;3;1;3;31.822290786;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777389;4;1;4;70.850948179;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;2;1;2;;;;;;;1;1;;;;;;;
7777398;3;1;3;54.87902407;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7777400;4;1;4;62.002493711;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;1;2;;;1;1;;;;;;;;;;;;;;;
7777404;3;1;3;28.329968288;5;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;2;;2;26;10;;;;;;;;1;1;;;;;;;;;;;;;;;
7777405;4;1;4;44.815164647;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;18;3;;;;;;;;1;2;;;1;2;;;1;1;;;;;;;
7777409;4;1;4;40.302056624;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;6000;1;2;;;;;;;1;2;1;2;;;;;;;1;2;1;1;;;;;;;
7777413;4;1;4;74.402992453;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;;;;;1;2;;;1;1;;;;;;;
7777426;3;1;3;18.167583402;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;1;1;;;1;1;;;;;1;2;1;1;;;;;;;
7777433;3;1;3;68.554116239;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777438;4;1;4;71.646907824;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;1;1;;;;;1;2;1;1;;;;;;;
7777440;5;1;5;74.402992453;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;1;1;;;;;;;
7777440;6;1;6;74.402992453;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;;;1;1;;;;;;;1;1;;;;;;;
7777441;4;1;4;51.604526417;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;2;;;1;2;;;;;;;;;;;
7777449;3;1;3;60.875175643;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;1;1;1;1;;;;;;;
7777450;4;1;4;60.875175643;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;1;1;1;2;;;;;;;;;
7777452;3;1;3;25.673899819;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;1;1;1;;;1;1;;;1;1;;;;;;;
7777454;2;1;2;40.267248621;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;1;;;1;1;;;1;1;;;1;1;;;;;;;
7777456;3;1;3;74.831518297;2;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777473;3;1;3;58.308860188;2;4;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;1;2;;;;;1;1;;;;;;;;;;;;;;;
7777477;2;1;2;69.415844389;2;4;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;1;2;1;2;;;1;1;;;;;;;;;;;;;;;
7777483;3;1;3;78.558905616;2;1;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777516;3;1;3;33.28874513;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;;;1;1;;;;;;;
7777516;4;1;4;33.28874513;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;;;;;;;;;;;1;2;;;;;;;
7777518;3;1;3;30.393725405;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777520;3;1;3;15.66549812;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;1;1;;;;;;;
7777526;4;1;4;26.711441023;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;1;3;;;1;3;;;;;1;2;1;1;;;;;;;
7777534;3;1;3;30.824527783;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777542;2;1;2;19.695172622;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;7000;1;3;;;3000;1;1;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7777546;5;1;5;45.260646434;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777550;3;1;3;32.911176537;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;35;3;;1;1;;;;;;;;;1;1;;;1;1;;;;;;;
7777553;4;1;4;38.124105862;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777558;4;1;4;81.893512603;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7777564;4;2;4;15.937262335;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;3000;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777578;5;1;5;722.14395545;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;1;2;;;1;1;;;1;1;;;
7777585;3;1;3;83.753033379;2;5;;;;;;;;;;;;;;;;;;1;1;;;;1;4;;;;1;2;;;;;;;1;3;;;;;;;;;1;3;;;;;;;;;
7777589;3;1;3;201.00109495;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777625;4;1;4;373.02608489;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777635;4;1;4;143.1442005;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7777656;3;2;3;280.1430577;2;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7777659;5;1;5;486.55380116;2;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;
7777659;6;1;6;486.55380116;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;2;5000;20000;;1;3;;;8000;1;2;;;;;;;;;;;1;1;;;;;1;1;1;1;;;;;;;
7777659;7;1;7;486.55380116;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777660;3;1;3;331.62885972;1;;3;2;;2;;2;;2;;2;;1;15000;1;99;2;;1;3;;;15000;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777663;3;1;3;353.53100037;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7777663;4;1;4;353.53100037;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;
7777664;9;1;9;402.15514089;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;8;;;;;;;1;2;;;1;2;;;1;2;1;2;1;2;;;;;;;
7777671;4;1;4;329.34293737;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;1;2;;;;;1;2;;;1;2;1;2;;;;;;;;;
7777673;8;1;8;600.1264553;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;6;;;;;;;;;;;1;2;;;1;2;1;2;;;;;;;;;
7777673;9;1;9;600.1264553;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;6;;;;;;;1;2;;;1;2;1;2;;;;;;;;;;;;;
7777673;12;1;12;600.1264553;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;11;;;;;;;;;;;1;2;;;;;1;2;1;2;;;;;;;
7777673;13;1;13;600.1264553;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;11;;;;;;;1;1;;;1;1;;;;;;;;;;;;;;;
7777691;7;1;7;48.957279068;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;6;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777695;4;1;4;33.845560067;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7777699;3;1;3;46.109337654;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;1;2;;;;;;;
7777712;5;1;5;58.033467776;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;;;;;1;1;;;;;;;;;;;;;;;
7777730;5;1;5;88.927045829;1;;4;2;;2;;2;;2;;2;;2;;1;40000;2;;1;1;;;;1;1;;;;1;4;;;;;;;;;1;2;1;1;;;1;1;;;1;1;;;;;;;
7777730;6;1;6;88.927045829;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777735;5;1;5;133.14408602;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;1;;;;1;1;;;;1;2;;;;;;;1;2;1;2;1;2;;;1;2;;;1;1;;;;;;;
7777736;3;1;3;227.25027057;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;1;1;3;;;;;;;;;
7777737;4;1;4;330.76626744;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;250;1;3;;;250;1;2;;;;;;;;;;;1;2;;;;;1;2;1;1;;;;;;;
7777739;3;1;3;351.99804979;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7777739;4;1;4;351.99804979;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7777747;4;1;4;71.675563846;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;3;;;5000;1;2;;;;;1;4;;;;;1;1;;;;;;;1;1;;;;;;;
7777748;5;1;5;61.939416436;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;1;;;;1;1;;;;1;1;;;;;1;3;;;;;1;3;;;;;;;1;1;;;;;;;
7777756;3;1;3;10.983836677;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;1;1;1;1;;;;;;;
7777766;5;1;5;17.171120402;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;1;1;1;1;;;;;;;
7777770;3;1;3;10.866920433;1;;1;1;20000;2;;1;10000;1;30000;1;20000;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;1;1;;;1;1;1;2;1;1;;;;;;;
7777777;3;1;3;12.102963633;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;1;;;1;2;1;2;1;1;;;;;;;
7777784;3;1;3;16.495708771;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;2;1;2;;;;;;;;;;;;;;;
7777786;4;1;4;14.403215891;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;
7777786;5;1;5;14.403215891;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;1;1;1;1;;;;;;;
7777787;4;1;4;13.537076034;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777791;3;1;3;11.157058867;3;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;;;1;2;;;;;;;;;1;2;;;;;;;
7777797;2;1;2;11.905424472;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7777807;4;1;4;10.596590209;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;2;;;1;2;1;2;;;;;;;;;
7777808;4;1;4;16.583750592;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;1;;;;;1;1;1;1;;;1;1;;;
7777809;4;1;4;16.583750592;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777809;6;1;6;16.583750592;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777821;3;1;3;52.984113873;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7777826;6;1;6;43.033195587;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7777844;3;1;3;60.295227514;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;1;1;;;1;1;1;3;;;;;
7777849;4;1;4;38.432582919;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7777857;6;1;6;6.4078652782;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7777863;4;1;4;11.928081643;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7777871;3;1;3;10.386752232;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;4;1;1;;;;;;;
7777878;3;1;3;7.0708361463;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777893;3;1;3;5.4600240891;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777894;3;1;3;5.1742688643;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777899;3;1;3;6.1059457224;2;2;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777899;4;1;4;6.1059457224;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777900;4;1;4;11.987452037;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777900;7;1;7;11.987452037;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777900;9;1;9;11.987452037;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777909;2;1;2;5.4257745879;1;;5;1;250000;1;150000;2;;1;100000;1;100000;2;;2;;2;;1;4;;;;1;2;3000;5000;;1;1;;;;;1;2;;;;;1;1;;;;;1;1;1;1;;;;;;;
7777910;2;1;2;5.5718775074;5;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;2;;2;45;2;;;;;;;;;;;;;;;;;;;;;;;1;
7777948;4;1;4;15.003179822;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;12000;1;3;;;5000;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7777948;5;1;5;15.003179822;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;
7777968;2;1;2;7.4043900881;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;20000;1;3;;;6000;2;;2;34;2;;;;;;;;;;;;;;;;1;1;;;;;;;
7777995;5;1;5;9.4774260282;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;1;2;;;
7777995;6;1;6;9.4774260282;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7778019;5;1;5;25.613595791;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778021;4;1;4;20.607743264;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778025;3;1;3;31.99790642;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778029;5;1;5;32.264612245;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;1;;;;;;;;;;;
7778030;5;1;5;32.296960975;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778031;4;1;4;8.331522154;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7778038;2;1;2;30.612560342;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778041;4;1;4;22.279943556;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
7778043;4;1;4;38.420393687;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778043;5;1;5;38.420393687;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7778047;3;1;3;38.420393687;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7778047;4;1;4;38.420393687;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
7778047;5;1;5;38.420393687;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
7778050;3;1;3;14.373584483;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7778051;4;1;4;16.721513895;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;1;;1
7778072;3;1;3;143.2665043;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;4;1;1;1;1;1;2;1;2;1;1;;;;;;;
7778121;4;1;4;173.4904938;2;4;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7778150;3;1;3;115.35869699;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;1;;;;;;;1;1;;;;;;;1;1;1;1;;;;;;;;;
7778156;4;1;4;534.35077174;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7778157;4;1;4;477.4053792;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7778161;4;1;4;557.15217766;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7778161;5;1;5;557.15217766;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7778161;6;1;6;557.15217766;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7778207;5;1;5;273.131048;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7778215;5;1;5;6.0977679033;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7778220;5;1;5;6.2268061733;6;9;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;1;2;1;2;;;1;1;;;1;1;;;;;;;;;;;
7778221;4;1;4;2.6563104476;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;2;1;1;;;;;;;;;;;;;;;;;
7778228;6;1;6;9.5202166443;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;1;;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7778236;3;1;3;39.246288774;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7778244;3;1;3;74.795056862;2;4;;;;;;;;;;;;;;;;;;1;3;;;6000;1;3;;;4000;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7778245;3;1;3;68.761407213;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
